IDfg,Season,Age,G,PA
18603,2022,26,3,4
13470,2019,25,24,8
19546,2019,24,15,8
15036,2021,27,10,15
11836,2021,28,31,51
11189,2021,29,26,30
17578,2021,27,25,43
20302,2021,25,16,20
6893,2021,35,22,37
6249,2021,33,9,9
15047,2019,27,9,10
19959,2021,23,25,20
8779,2019,32,33,6
14168,2019,25,32,5
18769,2021,26,8,11
20631,2021,25,13,10
25379,2021,25,12,11
13696,2021,27,18,6
18790,2021,28,6,8
17186,2021,28,22,7
36,2019,32,5,0
404,2019,38,23,3
494,2019,42,55,0
1118,2019,35,5,0
1157,2019,32,5,0
1247,2019,33,73,0
1483,2019,31,9,0
1514,2019,37,67,0
1581,2019,32,63,3
1841,2019,35,18,3
1890,2019,30,2,0
2391,2019,31,62,0
2429,2019,33,7,1
2520,2019,32,33,2
2859,2019,33,18,2
2882,2019,29,45,0
3096,2019,31,62,1
3132,2019,34,60,0
3164,2019,29,9,0
3192,2019,34,68,0
3200,2019,36,3,0
3240,2019,31,66,0
3281,2019,35,28,0
3321,2019,36,8,0
3543,2019,34,12,0
3548,2019,30,75,0
3551,2019,35,10,0
3555,2019,35,2,0
3599,2019,33,6,0
3840,2019,36,30,0
3950,2019,29,50,0
3959,2019,33,4,0
3990,2019,35,11,0
3993,2019,29,12,0
4020,2019,34,80,1
4026,2019,31,19,0
4070,2019,34,50,0
4090,2019,35,6,0
4259,2019,34,47,0
4264,2019,34,66,0
4300,2019,36,67,0
4301,2019,31,45,0
4505,2019,33,23,2
4676,2019,35,33,2
4682,2019,38,20,0
4696,2019,33,13,0
4772,2019,33,15,3
4776,2019,32,5,0
4971,2019,34,3,0
4994,2019,33,21,0
5003,2019,32,76,0
5114,2019,29,66,0
5224,2019,34,60,1
5358,2019,30,67,0
5365,2019,28,16,0
5372,2019,30,26,4
5401,2019,31,23,0
5420,2019,31,71,0
5498,2019,28,4,0
5615,2019,31,62,0
5640,2019,34,53,0
5867,2019,29,1,0
6033,2019,29,57,0
6216,2019,31,1,0
6316,2019,32,41,0
6336,2019,33,2,0
6397,2019,29,30,3
6398,2019,29,65,0
6399,2019,30,35,0
6483,2019,33,70,2
6499,2019,32,39,0
6562,2019,31,3,0
6576,2019,29,10,0
6632,2019,32,23,0
6655,2019,31,23,0
6661,2019,30,62,0
6785,2019,34,73,0
6832,2019,32,1,0
6893,2019,33,4,4
6902,2019,28,32,3
6941,2019,35,71,0
6984,2019,32,64,0
6986,2019,34,63,0
7005,2019,30,55,0
7108,2019,34,2,0
7146,2019,32,69,0
7175,2019,34,12,0
7196,2019,33,40,0
7274,2019,35,76,1
7385,2019,34,25,0
7410,2019,36,32,4
7411,2019,32,15,0
7432,2019,31,28,2
7441,2019,33,50,0
7466,2019,33,59,0
7531,2019,32,35,0
7550,2019,32,45,0
7555,2019,32,32,3
7608,2019,32,23,2
7624,2019,36,4,0
7677,2019,30,22,0
7731,2019,32,47,2
7738,2019,30,42,0
7754,2019,34,33,0
7773,2019,35,51,0
7803,2019,32,53,0
7836,2019,30,28,0
7841,2019,35,45,0
7872,2019,32,7,0
7947,2019,33,66,0
7982,2019,31,44,0
8004,2019,30,70,1
8073,2019,32,8,0
8110,2019,31,70,0
8185,2019,34,6,0
8241,2019,34,7,0
8280,2019,35,36,0
8302,2019,30,5,0
8410,2019,30,1,0
8490,2019,31,28,0
8580,2019,32,17,0
8700,2019,36,34,2
8782,2019,32,42,3
9029,2019,31,25,0
9033,2019,31,16,0
9073,2019,32,60,0
9111,2019,29,60,0
9132,2019,29,23,2
9239,2019,32,13,0
9325,2019,33,72,2
9419,2019,31,28,0
9456,2019,32,64,0
9460,2019,30,14,0
9490,2019,31,48,1
9646,2019,30,10,0
9654,2019,30,4,0
9756,2019,31,20,0
9761,2019,31,55,3
9784,2019,31,3,3
9817,2019,36,65,0
9866,2019,32,71,0
9895,2019,32,2,0
9939,2019,34,62,0
9948,2019,34,28,0
10133,2019,31,29,0
10160,2019,28,18,0
10233,2019,31,60,0
10291,2019,31,23,0
10314,2019,29,1,0
10341,2019,28,22,0
10343,2019,31,4,0
10354,2019,28,37,4
10387,2019,28,7,0
10430,2019,29,58,0
10534,2019,31,6,0
10547,2019,30,10,3
10591,2019,29,28,0
10603,2019,30,25,0
10655,2019,29,1,1
10688,2019,30,16,0
10745,2019,29,22,0
10756,2019,30,65,0
10836,2019,30,17,1
10843,2019,30,81,0
10946,2019,31,18,0
10976,2019,31,2,0
11203,2019,31,14,0
11209,2019,28,33,3
11243,2019,31,3,0
11334,2019,31,14,1
11384,2019,29,72,0
11428,2019,30,73,0
11437,2019,27,30,0
11449,2019,30,51,3
11467,2019,27,25,0
11490,2019,26,27,2
11528,2019,30,57,1
11604,2019,26,10,0
11632,2019,30,45,0
11682,2019,27,48,1
11686,2019,28,9,0
11691,2019,28,52,0
11710,2019,31,61,0
11713,2019,30,12,0
11752,2019,27,71,0
11801,2019,28,71,0
11804,2019,30,68,1
11836,2019,26,1,0
11847,2019,33,58,0
11861,2019,27,23,0
11894,2019,27,1,2
11896,2019,26,5,0
11903,2019,26,58,0
11964,2019,29,38,0
12027,2019,29,11,0
12076,2019,27,56,2
12095,2019,28,64,2
12106,2019,28,20,3
12183,2019,30,25,1
12237,2019,29,27,1
12272,2019,29,29,4
12297,2019,29,55,0
12323,2019,29,33,0
12385,2019,28,3,0
12452,2019,29,12,0
12572,2019,31,57,0
12575,2019,29,46,1
12578,2019,29,28,0
12580,2019,29,40,0
12586,2019,29,19,0
12638,2019,31,4,0
12673,2019,30,48,1
12680,2019,30,61,0
12699,2019,28,9,2
12760,2019,28,22,0
12763,2019,28,61,0
12774,2019,28,56,0
12778,2019,29,52,0
12781,2019,29,1,0
12784,2019,29,17,1
12799,2019,28,5,0
12800,2019,29,51,0
12804,2019,26,44,1
12808,2019,28,21,2
12828,2019,29,37,0
12857,2019,28,55,0
12863,2019,29,70,1
12874,2019,29,6,0
12890,2019,27,83,0
12910,2019,28,53,0
12917,2019,26,30,2
12918,2019,26,66,1
12938,2019,26,36,0
12988,2019,29,77,0
12997,2019,26,58,0
13006,2019,26,2,2
13042,2019,29,11,0
13058,2019,27,7,0
13133,2019,28,58,0
13182,2019,26,52,0
13188,2019,26,35,0
13194,2019,29,63,0
13276,2019,27,11,1
13287,2019,29,6,0
13322,2019,27,2,0
13323,2019,28,12,0
13339,2019,27,35,2
13345,2019,27,43,1
13346,2019,28,4,0
13360,2019,27,59,0
13393,2019,28,3,0
13394,2019,28,50,2
13397,2019,28,10,0
13403,2019,29,23,2
13424,2019,28,22,0
13442,2019,28,52,0
13449,2019,28,60,0
13483,2019,27,20,0
13485,2019,26,23,0
13527,2019,27,44,0
13528,2019,28,27,1
13543,2019,26,23,0
13549,2019,29,72,0
13594,2019,26,57,1
13607,2019,27,22,0
13616,2019,26,20,0
13619,2019,26,31,2
13629,2019,29,14,0
13652,2019,27,13,0
13677,2019,25,2,3
13684,2019,26,64,3
13685,2019,27,39,0
13690,2019,25,12,2
13699,2019,25,16,0
13713,2019,29,43,0
13758,2019,28,58,0
13761,2019,28,35,4
13763,2019,27,40,0
13764,2019,24,66,0
13767,2019,28,21,1
13780,2019,28,48,0
13801,2019,28,30,1
13892,2019,29,17,1
13911,2019,29,49,1
13942,2019,29,9,2
13946,2019,28,6,0
13974,2019,29,11,0
14016,2019,29,2,0
14101,2019,27,34,0
14151,2019,29,9,3
14169,2019,27,15,0
14212,2019,25,61,2
14244,2019,29,17,0
14272,2019,28,22,1
14288,2019,28,32,0
14295,2019,27,47,0
14332,2019,25,2,0
14338,2019,27,12,0
14353,2019,25,5,0
14361,2019,28,7,1
14374,2019,25,12,2
14375,2019,27,69,0
14382,2019,27,25,0
14391,2019,24,3,0
14412,2019,28,1,1
14457,2019,29,60,1
14460,2019,29,1,0
14506,2019,26,27,0
14508,2019,25,19,1
14510,2019,25,6,0
14524,2019,25,70,0
14527,2019,26,39,2
14542,2019,26,71,0
14552,2019,24,40,0
14605,2019,32,8,0
14646,2019,26,31,0
14665,2019,26,23,1
14672,2019,27,14,0
14677,2019,24,12,1
14696,2019,26,32,0
14706,2019,25,3,0
14707,2019,25,1,0
14710,2019,25,66,0
14719,2019,26,72,0
14733,2019,26,4,0
14739,2019,25,4,0
14741,2019,29,39,0
14771,2019,28,66,1
14808,2019,27,8,0
14814,2019,28,73,0
14825,2019,27,18,2
14857,2019,28,1,0
14867,2019,27,3,0
14899,2019,27,12,1
14932,2019,27,1,0
14962,2019,26,5,1
14966,2019,26,56,0
14974,2019,28,65,0
14986,2019,27,66,3
14993,2019,26,61,0
15007,2019,26,14,0
15015,2019,24,4,0
15028,2019,26,46,0
15036,2019,25,1,0
15042,2019,27,68,0
15043,2019,27,61,0
15046,2019,26,50,1
15066,2019,28,4,0
15091,2019,25,36,0
15100,2019,27,6,0
15101,2019,28,9,0
15115,2019,25,1,1
15118,2019,27,17,2
15130,2019,25,2,1
15136,2019,24,27,0
15157,2019,27,29,0
15200,2019,27,31,2
15203,2019,26,24,0
15231,2019,26,1,0
15232,2019,26,3,1
15240,2019,27,56,0
15256,2019,29,7,0
15258,2019,27,6,1
15264,2019,25,11,0
15267,2019,26,5,0
15285,2019,26,25,0
15288,2019,28,68,0
15290,2019,29,14,1
15306,2019,28,5,2
15423,2019,28,18,0
15451,2019,27,16,1
15463,2019,26,3,0
15502,2019,24,9,0
15507,2019,24,7,0
15538,2019,28,10,0
15541,2019,28,17,0
15552,2019,28,54,1
15594,2019,28,55,0
15605,2019,27,11,0
15655,2019,25,14,2
15684,2019,24,65,0
15690,2019,27,31,1
15761,2019,24,66,0
15764,2019,30,32,1
15816,2019,24,13,1
15823,2019,23,29,0
15832,2019,26,66,0
15846,2019,27,21,2
15855,2019,27,78,1
15859,2019,26,21,0
15873,2019,27,5,0
15885,2019,24,15,0
15890,2019,25,3,0
15906,2019,23,12,0
15915,2019,24,3,0
15947,2019,27,63,0
15964,2019,25,2,1
16017,2019,32,3,0
16058,2019,27,28,0
16074,2019,26,11,0
16086,2019,26,20,0
16106,2019,26,8,0
16122,2019,26,17,0
16125,2019,26,1,0
16128,2019,26,1,0
16130,2019,25,23,4
16132,2019,26,34,0
16137,2019,26,7,0
16155,2019,26,6,0
16159,2019,25,68,0
16166,2019,26,5,0
16201,2019,26,54,0
16258,2019,25,58,0
16265,2019,26,20,1
16306,2019,26,27,1
16309,2019,26,2,0
16318,2019,25,2,0
16350,2019,25,2,0
16390,2019,27,44,2
16400,2019,25,33,4
16401,2019,25,26,2
16440,2019,25,9,1
16452,2019,27,2,0
16459,2019,27,18,0
16502,2019,27,28,0
16507,2019,26,17,0
16511,2019,26,2,0
16532,2019,27,10,0
16587,2019,25,27,2
16588,2019,26,34,0
16609,2019,22,7,0
16618,2019,26,12,0
16631,2019,27,32,1
16668,2019,25,1,0
16794,2019,26,49,0
16814,2019,29,46,0
16850,2019,26,7,0
16866,2019,26,13,0
16942,2019,23,1,0
16958,2019,26,18,0
16980,2019,26,13,2
17002,2019,28,22,0
17018,2019,25,10,0
17030,2019,23,32,1
17034,2019,23,9,1
17035,2019,24,7,0
17117,2019,26,14,0
17130,2019,29,68,2
17169,2019,23,1,0
17170,2019,24,9,0
17181,2019,26,70,0
17192,2019,25,34,3
17237,2019,27,36,0
17264,2019,26,33,0
17281,2019,25,37,0
17285,2019,23,8,2
17292,2019,23,8,0
17295,2019,25,26,0
17345,2019,23,4,2
17359,2019,26,52,0
17369,2019,24,51,0
17464,2019,22,9,0
17466,2019,25,12,0
17470,2019,25,32,2
17490,2019,22,13,4
17496,2019,25,65,1
17508,2019,25,4,0
17536,2019,25,16,0
17553,2019,25,1,0
17556,2019,25,5,0
17586,2019,24,28,0
17610,2019,26,52,1
17677,2019,26,25,0
17679,2019,25,5,0
17697,2019,25,1,0
17734,2019,24,25,0
17735,2019,24,13,0
17754,2019,25,1,0
17780,2019,24,35,0
17793,2019,25,51,0
17796,2019,25,16,0
17811,2019,26,17,0
17860,2019,23,9,0
17871,2019,25,10,0
17874,2019,24,33,0
17942,2019,24,1,0
17968,2019,22,6,0
17987,2019,26,13,0
17998,2019,25,21,0
18029,2019,26,6,1
18076,2019,25,16,0
18088,2019,25,18,0
18135,2019,24,13,0
18251,2019,26,6,0
18256,2019,26,14,0
18282,2019,26,53,1
18297,2019,28,52,1
18300,2019,26,21,3
18306,2019,26,17,0
18311,2019,25,20,1
18313,2019,24,6,1
18323,2019,25,7,0
18325,2019,24,1,0
18335,2019,25,16,0
18337,2019,28,68,0
18356,2019,22,19,2
18361,2019,25,10,2
18403,2019,23,5,1
18413,2019,24,9,4
18454,2019,26,10,0
18496,2019,22,13,0
18510,2019,24,5,0
18525,2019,23,14,0
18581,2019,25,21,0
18600,2019,25,16,0
18655,2019,25,36,0
18694,2019,21,9,2
18719,2019,36,21,0
18790,2019,26,17,0
18792,2019,26,17,0
18806,2019,28,15,0
18815,2019,24,5,1
18864,2019,22,1,2
18890,2019,26,10,0
19199,2019,24,9,3
19200,2019,23,34,1
19249,2019,24,27,1
19256,2019,24,8,0
19268,2019,23,4,1
19269,2019,23,5,1
19274,2019,25,36,1
19276,2019,22,37,0
19285,2019,26,13,0
19311,2019,26,14,0
19330,2019,26,20,0
19337,2019,23,25,0
19341,2019,30,34,1
19343,2019,24,10,0
19403,2019,25,51,0
19447,2019,22,10,2
19457,2019,24,7,0
19459,2019,23,2,0
19479,2019,24,10,2
19482,2019,25,1,0
19487,2019,23,11,0
19495,2019,24,14,0
19545,2019,24,7,0
19548,2019,24,20,1
19558,2019,25,29,0
19569,2019,24,13,0
19583,2019,25,4,0
19614,2019,23,5,0
19618,2019,22,29,0
19642,2019,24,8,0
19675,2019,25,4,4
19753,2019,24,15,0
19756,2019,35,62,0
19814,2019,24,25,0
19848,2019,22,29,0
19853,2019,24,1,0
19867,2019,23,18,2
19876,2019,25,25,0
19884,2019,23,5,0
19911,2019,21,19,2
19959,2019,21,6,0
19977,2019,24,2,2
19979,2019,24,21,1
19981,2019,24,6,1
19995,2019,24,11,1
20020,2019,25,13,0
20023,2019,25,2,1
20030,2019,24,10,0
20039,2019,20,5,1
20100,2019,23,24,0
20151,2019,23,5,0
20218,2019,22,1,0
20367,2019,20,10,0
20373,2019,20,22,0
20387,2019,24,3,0
20468,2019,21,2,0
20632,2019,19,25,1
20633,2019,28,32,2
21032,2019,21,21,0
23798,2019,24,9,0
1157,2020,33,24,0
1247,2020,34,24,0
1514,2020,38,21,0
1581,2020,33,11,0
1943,2020,36,12,0
1994,2020,33,4,0
2036,2020,32,10,0
2233,2020,38,10,0
2391,2020,32,23,0
2429,2020,34,1,0
2520,2020,33,13,0
2608,2020,32,2,0
2717,2020,31,12,0
2859,2020,34,16,0
2882,2020,30,10,0
3096,2020,32,27,0
3132,2020,35,21,0
3137,2020,35,12,0
3192,2020,35,20,0
3237,2020,31,23,0
3240,2020,32,20,0
3254,2020,35,4,0
3284,2020,36,11,0
3321,2020,37,19,0
3542,2020,31,12,0
3548,2020,31,24,0
3950,2020,30,11,0
3990,2020,36,7,0
4020,2020,35,26,0
4070,2020,35,4,0
4141,2020,33,12,0
4153,2020,34,9,0
4185,2020,32,24,0
4264,2020,35,23,0
4301,2020,32,23,0
4338,2020,30,5,0
4505,2020,34,3,0
4676,2020,36,9,0
4696,2020,34,21,0
4776,2020,33,6,0
4806,2020,40,8,0
4869,2020,30,3,0
4930,2020,36,12,0
4972,2020,36,1,0
5003,2020,33,21,0
5114,2020,30,25,0
5221,2020,35,6,0
5224,2020,35,14,0
5257,2020,30,21,0
5358,2020,31,8,0
5372,2020,31,5,0
5384,2020,31,2,0
5401,2020,32,3,0
5420,2020,32,18,0
5448,2020,36,18,0
5524,2020,30,9,0
5530,2020,30,25,0
5615,2020,32,25,0
5640,2020,35,26,0
5702,2020,35,25,0
6033,2020,30,2,0
6216,2020,32,15,0
6249,2020,32,11,0
6316,2020,33,22,0
6397,2020,30,4,0
6398,2020,30,24,0
6399,2020,31,29,0
6483,2020,34,22,0
6562,2020,32,10,0
6576,2020,30,10,0
6627,2020,34,14,0
6632,2020,33,12,0
6655,2020,32,18,0
6661,2020,31,21,0
6785,2020,35,16,0
6797,2020,29,10,0
6832,2020,33,7,0
6893,2020,34,12,0
6895,2020,32,10,0
6902,2020,29,12,0
6941,2020,36,22,0
6984,2020,33,11,0
6986,2020,35,15,0
7005,2020,31,23,0
7108,2020,35,3,0
7115,2020,35,23,0
7146,2020,33,21,0
7196,2020,34,28,0
7274,2020,36,24,0
7407,2020,34,14,0
7410,2020,37,9,0
7441,2020,34,5,0
7448,2020,34,12,0
7550,2020,33,24,0
7555,2020,33,21,0
7593,2020,29,12,0
7608,2020,33,9,0
7731,2020,33,2,0
7754,2020,35,11,0
7803,2020,33,21,0
7836,2020,31,4,0
7870,2020,34,1,0
7882,2020,33,12,0
7947,2020,34,1,0
7982,2020,32,26,0
8004,2020,31,15,0
8048,2020,30,18,0
8110,2020,32,6,0
8223,2020,32,10,0
8246,2020,33,2,0
8350,2020,33,3,0
8362,2020,34,2,0
8410,2020,31,9,0
8700,2020,37,1,0
8753,2020,33,11,0
8779,2020,33,6,0
8823,2020,33,11,0
9013,2020,35,9,0
9073,2020,33,6,0
9111,2020,30,23,0
9132,2020,30,9,0
9323,2020,30,11,0
9325,2020,34,18,0
9388,2020,35,17,0
9434,2020,32,11,0
9456,2020,33,10,0
9490,2020,32,22,0
9646,2020,31,7,0
9756,2020,32,11,0
9761,2020,32,12,0
9784,2020,32,14,0
9794,2020,32,3,0
9817,2020,37,24,0
9866,2020,33,10,0
9895,2020,33,1,0
9939,2020,35,24,0
10021,2020,32,12,0
10058,2020,29,21,0
10061,2020,32,21,0
10078,2020,33,17,0
10123,2020,32,12,0
10131,2020,31,2,0
10133,2020,32,23,0
10160,2020,29,17,0
10233,2020,32,13,0
10291,2020,32,21,0
10310,2020,30,11,0
10314,2020,30,6,0
10343,2020,32,24,0
10354,2020,29,9,0
10430,2020,30,22,0
10473,2020,27,1,1
10591,2020,30,13,0
10655,2020,30,1,3
10688,2020,31,7,0
10745,2020,30,23,0
10756,2020,31,28,0
10811,2020,28,1,0
10836,2020,31,10,0
10843,2020,31,21,0
10855,2020,29,17,0
10946,2020,32,16,0
10954,2020,32,12,0
11156,2020,31,5,0
11189,2020,28,9,0
11203,2020,32,18,0
11209,2020,29,17,0
11243,2020,32,2,0
11334,2020,32,1,0
11346,2020,31,2,0
11369,2020,31,3,0
11384,2020,30,1,0
11423,2020,31,4,0
11426,2020,31,20,0
11428,2020,31,21,0
11437,2020,28,1,0
11449,2020,31,3,0
11467,2020,28,24,0
11486,2020,28,12,0
11487,2020,28,12,0
11528,2020,31,17,0
11589,2020,28,5,0
11604,2020,27,17,0
11618,2020,31,6,0
11632,2020,31,22,0
11682,2020,28,5,0
11713,2020,31,7,0
11720,2020,31,4,0
11752,2020,28,19,0
11753,2020,28,18,0
11760,2020,31,7,0
11801,2020,29,18,0
11804,2020,31,24,0
11828,2020,31,5,0
11836,2020,27,11,0
11847,2020,34,19,0
11861,2020,28,13,0
11903,2020,27,3,0
12022,2020,30,16,0
12049,2020,30,12,0
12095,2020,29,14,0
12178,2020,28,5,0
12225,2020,29,1,1
12237,2020,30,18,0
12249,2020,30,10,0
12297,2020,30,23,0
12304,2020,31,11,0
12317,2020,29,9,0
12323,2020,30,18,0
12385,2020,29,7,0
12447,2020,30,16,0
12572,2020,32,27,0
12575,2020,30,5,0
12580,2020,30,17,0
12680,2020,31,23,0
12703,2020,29,11,0
12718,2020,27,12,0
12760,2020,29,17,0
12763,2020,29,4,0
12768,2020,30,11,0
12774,2020,29,24,0
12778,2020,30,4,0
12781,2020,30,2,0
12784,2020,30,6,0
12800,2020,30,21,0
12804,2020,27,18,0
12808,2020,29,8,0
12828,2020,30,8,0
12857,2020,29,14,0
12863,2020,30,24,0
12880,2020,30,13,0
12890,2020,28,20,0
12910,2020,29,4,0
12917,2020,27,11,0
12918,2020,27,16,0
12970,2020,27,8,0
12988,2020,30,15,0
12997,2020,27,11,0
13050,2020,30,9,0
13074,2020,33,12,0
13125,2020,29,12,0
13182,2020,27,7,0
13183,2020,27,12,0
13190,2020,27,9,0
13194,2020,30,4,0
13218,2020,27,10,0
13273,2020,30,12,0
13287,2020,30,18,0
13293,2020,30,2,0
13323,2020,29,6,0
13345,2020,28,16,0
13346,2020,29,19,0
13360,2020,28,11,0
13361,2020,29,9,0
13394,2020,29,25,0
13397,2020,29,24,0
13403,2020,30,25,0
13435,2020,29,24,0
13442,2020,29,3,0
13449,2020,29,21,0
13470,2020,26,20,0
13475,2020,27,14,0
13527,2020,28,5,0
13533,2020,31,5,0
13543,2020,27,11,0
13549,2020,30,24,0
13594,2020,27,10,0
13602,2020,28,2,2
13607,2020,28,5,0
13619,2020,27,8,0
13629,2020,30,2,0
13649,2020,27,1,0
13658,2020,29,2,0
13677,2020,26,4,0
13684,2020,27,17,0
13685,2020,28,17,0
13690,2020,26,2,0
13696,2020,26,6,0
13743,2020,26,11,0
13758,2020,29,22,0
13761,2020,29,27,0
13763,2020,28,12,0
13764,2020,25,4,0
13774,2020,26,11,0
13781,2020,29,9,0
13799,2020,28,19,0
13801,2020,29,3,1
13804,2020,26,7,0
13834,2020,28,12,1
13892,2020,30,5,0
13942,2020,30,16,0
14078,2020,28,8,0
14101,2020,28,3,0
14107,2020,29,12,0
14120,2020,26,11,0
14151,2020,30,9,0
14168,2020,26,12,0
14169,2020,28,16,0
14212,2020,26,21,0
14244,2020,30,3,0
14288,2020,29,6,0
14295,2020,28,25,0
14309,2020,27,11,0
14332,2020,26,2,0
14374,2020,26,11,0
14375,2020,28,21,0
14399,2020,27,6,0
14444,2020,33,12,0
14506,2020,27,21,0
14508,2020,26,4,0
14509,2020,28,2,0
14524,2020,26,2,0
14527,2020,27,10,0
14542,2020,27,26,0
14545,2020,29,11,0
14552,2020,25,5,0
14605,2020,33,24,0
14646,2020,27,19,0
14663,2020,28,6,0
14672,2020,28,2,0
14677,2020,25,17,0
14682,2020,27,10,0
14696,2020,27,3,0
14706,2020,26,4,0
14707,2020,26,8,0
14710,2020,26,26,0
14719,2020,27,27,0
14739,2020,26,1,0
14765,2020,23,11,0
14771,2020,29,22,0
14814,2020,29,23,0
14825,2020,28,8,0
14832,2020,28,3,0
14844,2020,29,1,0
14857,2020,29,4,0
14862,2020,30,8,0
14875,2020,28,5,0
14899,2020,28,15,0
14916,2020,28,8,0
14974,2020,29,21,0
14975,2020,27,11,0
14986,2020,28,16,0
14993,2020,27,32,0
15007,2020,27,3,0
15009,2020,28,25,0
15010,2020,28,15,0
15015,2020,25,15,0
15036,2020,26,3,0
15038,2020,25,13,0
15043,2020,28,20,0
15046,2020,27,15,0
15047,2020,28,11,0
15051,2020,27,1,0
15068,2020,26,24,0
15071,2020,28,9,0
15100,2020,28,6,0
15101,2020,29,4,0
15130,2020,26,1,0
15136,2020,25,20,0
15139,2020,27,4,0
15145,2020,29,6,0
15156,2020,28,1,0
15157,2020,28,2,0
15200,2020,28,4,0
15203,2020,27,8,0
15231,2020,27,11,0
15232,2020,27,11,0
15240,2020,28,5,0
15256,2020,30,19,0
15264,2020,26,13,0
15288,2020,29,14,0
15291,2020,28,11,0
15423,2020,29,12,0
15440,2020,29,12,0
15451,2020,28,29,0
15454,2020,27,5,0
15463,2020,27,5,0
15467,2020,28,11,0
15474,2020,25,12,0
15488,2020,25,12,0
15507,2020,25,10,0
15514,2020,29,11,0
15538,2020,29,24,0
15541,2020,29,29,0
15552,2020,29,22,0
15594,2020,29,25,0
15605,2020,28,24,0
15684,2020,25,26,0
15689,2020,27,12,0
15690,2020,28,30,0
15734,2020,24,9,0
15761,2020,25,25,0
15764,2020,31,10,0
15792,2020,25,5,0
15816,2020,25,22,0
15823,2020,24,6,0
15832,2020,27,22,0
15846,2020,28,10,0
15855,2020,28,22,0
15859,2020,27,12,0
15873,2020,28,11,0
15906,2020,24,7,0
15947,2020,28,9,0
15964,2020,26,11,0
16058,2020,28,26,0
16074,2020,27,4,0
16106,2020,27,18,0
16110,2020,28,9,0
16122,2020,27,15,0
16128,2020,27,17,0
16130,2020,26,3,0
16132,2020,27,5,0
16135,2020,27,5,0
16137,2020,27,4,0
16149,2020,27,12,0
16159,2020,26,18,0
16162,2020,27,13,0
16207,2020,27,11,0
16233,2020,26,13,0
16256,2020,27,13,0
16258,2020,26,9,0
16265,2020,27,22,0
16269,2020,27,10,0
16300,2020,25,6,0
16317,2020,27,2,0
16350,2020,26,21,0
16358,2020,25,10,0
16377,2020,24,10,0
16390,2020,28,1,0
16400,2020,26,8,0
16401,2020,26,3,0
16408,2020,24,15,0
16418,2020,24,22,0
16427,2020,24,2,0
16432,2020,24,1,0
16440,2020,26,3,0
16459,2020,28,4,0
16470,2020,25,1,0
16502,2020,28,11,0
16507,2020,27,22,0
16511,2020,27,10,0
16561,2020,26,14,0
16587,2020,26,9,0
16588,2020,27,19,0
16609,2020,23,4,0
16610,2020,27,6,0
16631,2020,28,1,0
16634,2020,23,2,0
16647,2020,28,25,0
16668,2020,26,6,0
16703,2020,28,8,0
16731,2020,28,2,0
16794,2020,27,13,0
16814,2020,30,23,1
16840,2020,26,18,0
16918,2020,26,12,0
16929,2020,24,7,0
16933,2020,25,6,0
16943,2020,27,4,0
16977,2020,28,11,0
16980,2020,27,4,0
17030,2020,24,1,0
17034,2020,24,5,0
17035,2020,25,2,0
17085,2020,24,11,0
17117,2020,27,9,0
17130,2020,30,22,0
17170,2020,25,8,0
17181,2020,27,20,0
17186,2020,27,12,0
17192,2020,26,12,0
17237,2020,28,21,0
17264,2020,27,18,0
17277,2020,24,3,0
17285,2020,24,10,0
17292,2020,24,14,0
17295,2020,26,11,0
17359,2020,27,8,0
17369,2020,25,15,0
17423,2020,27,1,1
17425,2020,27,11,0
17432,2020,27,16,0
17464,2020,23,27,0
17470,2020,26,4,0
17479,2020,24,9,0
17485,2020,24,2,0
17490,2020,23,20,0
17496,2020,26,22,0
17505,2020,24,1,0
17556,2020,26,20,0
17578,2020,26,11,0
17581,2020,23,3,0
17585,2020,24,4,0
17586,2020,25,25,0
17594,2020,24,5,0
17606,2020,23,12,0
17610,2020,27,20,0
17611,2020,27,12,0
17664,2020,27,3,0
17677,2020,27,16,0
17732,2020,25,6,0
17734,2020,25,14,0
17735,2020,25,14,0
17755,2020,26,8,0
17759,2020,26,3,0
17780,2020,25,9,0
17792,2020,25,1,0
17796,2020,26,12,0
17821,2020,24,2,0
17859,2020,25,6,0
17860,2020,24,1,0
17861,2020,25,4,0
17871,2020,26,14,0
17874,2020,25,5,0
17878,2020,24,12,0
17897,2020,26,1,0
17920,2020,26,5,0
17948,2020,26,3,0
17995,2020,23,13,0
17998,2020,26,27,0
18000,2020,22,8,0
18064,2020,27,23,0
18076,2020,26,4,0
18088,2020,26,11,0
18105,2020,26,2,0
18135,2020,25,6,0
18138,2020,25,12,0
18152,2020,25,21,0
18256,2020,27,5,0
18282,2020,27,19,0
18297,2020,29,24,0
18300,2020,27,6,0
18306,2020,27,8,0
18311,2020,26,10,0
18318,2020,26,11,0
18323,2020,26,4,0
18325,2020,25,14,0
18331,2020,26,2,0
18333,2020,26,15,0
18335,2020,26,26,0
18337,2020,29,19,0
18347,2020,26,2,0
18356,2020,23,7,0
18361,2020,26,12,0
18383,2020,22,3,0
18413,2020,25,5,0
18454,2020,27,4,0
18496,2020,23,3,0
18498,2020,32,11,0
18519,2020,24,1,0
18525,2020,24,12,0
18555,2020,23,3,0
18581,2020,26,8,0
18592,2020,24,1,0
18600,2020,26,22,0
18655,2020,26,22,0
18674,2020,23,12,0
18679,2020,24,15,0
18684,2020,24,7,0
18694,2020,22,11,0
18699,2020,23,4,0
