IDfg,Season,Age,G,PA
17179,2022,30,1,0
17181,2022,29,8,0
17186,2022,29,32,0
17192,2022,28,42,0
17237,2022,30,4,0
17264,2022,29,12,0
17277,2022,26,29,0
17282,2022,26,25,0
17285,2022,26,6,0
17292,2022,26,18,0
17295,2022,28,31,0
17312,2022,26,24,0
17369,2022,27,55,0
17381,2022,29,11,0
17425,2022,29,27,0
17432,2022,29,35,0
17464,2022,25,29,0
17479,2022,26,9,0
17480,2022,25,3,0
17485,2022,26,33,0
17489,2022,29,23,0
17490,2022,25,39,0
17496,2022,28,59,0
17536,2022,28,8,0
17556,2022,28,49,0
17578,2022,28,28,0
17583,2022,25,5,0
17586,2022,27,67,0
17594,2022,26,31,0
17606,2022,25,30,0
17610,2022,29,29,0
17611,2022,29,47,0
17639,2022,27,38,0
17677,2022,29,33,0
17682,2022,28,19,0
17701,2022,28,47,0
17722,2022,28,40,0
17732,2022,27,50,0
17735,2022,27,27,0
17755,2022,28,44,0
17780,2022,27,59,1
17783,2022,27,8,0
17796,2022,28,67,0
17807,2022,28,3,3
17859,2022,27,6,0
17871,2022,28,34,0
17874,2022,27,28,0
17878,2022,26,63,0
17888,2022,29,4,0
17897,2022,28,17,0
17948,2022,28,32,0
17964,2022,28,8,0
17968,2022,25,52,0
17975,2022,28,1,0
17995,2022,25,32,0
17998,2022,28,24,0
18000,2022,24,31,0
18064,2022,29,67,0
18088,2022,28,11,0
18136,2022,28,1,1
18138,2022,27,54,0
18152,2022,27,32,0
18186,2022,29,7,0
18251,2022,29,39,0
18282,2022,29,58,0
18297,2022,31,25,0
18323,2022,28,19,0
18325,2022,27,31,0
18331,2022,28,27,0
18333,2022,28,25,0
18335,2022,28,42,0
18356,2022,25,35,0
18376,2022,28,6,0
18384,2022,28,60,0
18403,2022,26,50,0
18413,2022,27,29,0
18421,2022,29,12,0
18439,2022,28,3,0
18454,2022,29,18,0
18496,2022,25,16,0
18510,2022,27,16,0
18519,2022,26,60,0
18525,2022,26,32,0
18548,2022,25,57,0
18555,2022,25,7,0
18593,2022,24,7,0
18600,2022,28,6,0
18655,2022,28,75,0
18674,2022,25,27,0
18679,2022,26,18,0
18684,2022,26,32,0
18694,2022,24,10,0
18699,2022,25,1,0
18769,2022,27,12,0
18790,2022,29,22,0
18806,2022,31,16,0
18815,2022,27,3,0
18864,2022,25,2,0
18905,2022,25,1,1
19178,2022,31,35,0
19179,2022,27,46,0
19191,2022,26,4,0
19199,2022,27,1,0
19200,2022,26,42,0
19206,2022,27,27,0
19225,2022,27,25,0
19244,2022,28,30,0
19249,2022,27,54,0
19261,2022,27,1,0
19264,2022,27,1,0
19266,2022,27,14,0
19268,2022,26,7,0
19269,2022,26,3,0
19278,2022,26,10,0
19285,2022,29,2,0
19291,2022,26,31,0
19309,2022,29,62,0
19312,2022,27,32,0
19316,2022,27,29,0
19330,2022,29,53,0
19343,2022,27,62,0
19345,2022,26,8,0
19349,2022,25,37,0
19350,2022,26,22,0
19357,2022,27,1,0
19361,2022,27,33,0
19362,2022,27,45,0
19374,2022,27,12,0
19388,2022,28,24,0
19403,2022,28,65,0
19407,2022,28,7,0
19409,2022,27,29,0
19427,2022,27,31,0
19444,2022,27,30,0
19447,2022,25,27,0
19453,2022,27,1,0
19454,2022,28,41,0
19457,2022,27,4,0
19459,2022,26,2,0
19479,2022,27,20,0
19482,2022,28,10,0
19487,2022,26,15,0
19493,2022,27,54,0
19516,2022,30,2,0
19518,2022,27,3,0
19529,2022,28,8,0
19531,2022,26,60,0
19533,2022,28,1,1
19535,2022,27,9,0
19541,2022,27,42,0
19545,2022,27,12,0
19569,2022,27,45,0
19574,2022,25,17,0
19580,2022,28,14,0
19583,2022,28,29,0
19609,2022,30,3,0
19614,2022,26,66,0
19618,2022,25,35,0
19647,2022,27,48,0
19665,2022,26,30,0
19666,2022,29,18,0
19677,2022,27,64,0
19682,2022,27,2,0
19695,2022,26,5,0
19705,2022,28,11,0
19712,2022,27,6,0
19716,2022,24,6,0
19731,2022,27,14,0
19742,2022,27,22,0
19753,2022,27,50,0
19754,2022,26,45,2
19769,2022,27,59,0
19785,2022,28,9,0
19789,2022,27,12,0
19795,2022,27,29,0
19800,2022,27,60,0
19804,2022,27,66,0
19805,2022,27,10,0
19814,2022,27,4,0
19845,2022,25,2,0
19848,2022,25,7,0
19853,2022,27,34,0
19866,2022,26,5,0
19868,2022,26,5,0
19871,2022,26,12,0
19874,2022,26,12,0
19876,2022,28,30,0
19879,2022,26,32,0
19883,2022,26,71,0
19884,2022,26,7,0
19899,2022,26,29,0
19903,2022,25,14,0
19911,2022,24,22,0
19926,2022,25,21,0
19932,2022,26,66,0
19940,2022,27,4,0
19951,2022,24,22,0
19959,2022,24,18,0
19962,2022,24,7,0
19976,2022,26,4,0
19979,2022,27,25,0
19990,2022,24,25,0
19995,2022,27,53,0
19996,2022,27,46,0
20000,2022,27,23,0
20009,2022,26,3,0
20010,2022,27,27,0
20020,2022,28,64,0
20023,2022,28,6,0
20030,2022,27,5,0
20039,2022,23,26,0
20041,2022,25,8,0
20042,2022,27,7,0
20060,2022,27,7,0
20061,2022,30,25,0
20070,2022,25,20,0
20074,2022,28,12,0
20080,2022,26,17,0
20099,2022,26,5,0
20100,2022,26,2,0
20116,2022,26,22,0
20132,2022,27,19,0
20151,2022,26,38,0
20153,2022,26,47,0
20167,2022,24,3,0
20185,2022,25,36,0
20190,2022,27,15,0
20191,2022,26,31,0
20203,2022,26,50,0
20205,2022,26,9,0
20206,2022,26,13,0
20227,2022,26,3,0
20231,2022,26,14,0
20243,2022,26,1,0
20253,2022,27,65,0
20277,2022,26,16,0
20298,2022,25,4,0
20302,2022,26,28,0
20323,2022,26,25,0
20339,2022,28,9,0
20348,2022,27,1,0
20349,2022,27,13,0
20353,2022,27,50,0
20367,2022,23,46,0
20369,2022,24,13,0
20370,2022,27,15,0
20373,2022,23,64,0
20375,2022,27,12,0
20387,2022,27,1,0
20418,2022,26,10,0
20422,2022,25,31,0
20430,2022,24,16,0
20447,2022,26,3,0
20468,2022,24,2,0
20492,2022,25,2,0
20510,2022,27,1,1
20515,2022,25,43,0
20517,2022,25,46,0
20526,2022,25,3,0
20531,2022,26,21,0
20539,2022,24,10,0
20541,2022,27,8,0
20548,2022,26,1,0
20555,2022,26,13,0
20565,2022,26,4,0
20582,2022,27,6,0
20617,2022,25,2,0
20631,2022,26,1,0
20633,2022,31,32,0
20638,2022,27,3,0
20666,2022,27,65,0
20667,2022,28,3,0
20778,2022,25,15,0
20794,2022,25,14,0
20802,2022,25,2,0
20962,2022,24,7,0
20997,2022,26,12,0
21018,2022,24,10,0
21023,2022,25,12,0
21025,2022,25,27,0
21029,2022,24,57,0
21032,2022,24,77,0
21045,2022,27,29,0
21052,2022,24,1,0
21065,2022,26,11,0
21092,2022,26,1,0
21093,2022,26,25,0
21101,2022,26,35,0
21111,2022,24,12,0
21132,2022,25,59,0
21170,2022,28,34,0
21183,2022,24,11,0
21205,2022,27,47,0
21224,2022,26,11,0
21267,2022,26,38,0
21290,2022,26,47,0
21298,2022,26,4,0
21318,2022,26,15,0
21319,2022,26,3,0
21324,2022,26,7,0
21327,2022,25,1,0
21345,2022,27,25,0
21366,2022,26,27,0
21367,2022,27,30,0
21390,2022,26,27,0
21420,2022,24,26,0
21446,2022,25,20,0
21448,2022,25,14,0
21453,2022,24,15,0
21455,2022,24,28,0
21461,2022,24,11,0
21481,2022,25,8,0
21483,2022,25,29,0
21537,2022,25,27,0
21541,2022,25,5,0
21549,2022,25,7,0
21574,2022,25,1,0
21620,2022,27,12,0
21652,2022,25,13,0
21656,2022,23,10,0
21690,2022,24,14,0
21741,2022,24,9,0
21761,2022,26,11,0
21844,2022,24,17,0
21846,2022,24,9,0
21850,2022,24,24,0
21894,2022,22,2,0
21955,2022,24,1,0
21956,2022,23,14,0
21992,2022,24,68,0
21997,2022,24,15,0
22036,2022,24,1,0
22051,2022,27,39,0
22052,2022,26,9,0
22092,2022,25,2,0
22175,2022,24,2,0
22176,2022,24,1,0
22182,2022,22,24,0
22201,2022,23,16,0
22207,2022,23,11,0
22210,2022,23,5,0
22224,2022,25,21,0
22250,2022,25,32,0
22254,2022,22,1,1
22264,2022,23,6,0
22267,2022,25,21,0
22276,2022,25,68,0
22286,2022,24,23,0
22294,2022,22,9,0
22296,2022,26,35,0
22323,2022,25,8,0
22343,2022,24,4,0
22361,2022,26,24,0
22387,2022,24,15,0
22461,2022,25,17,0
22487,2022,24,21,0
22713,2022,25,27,0
22717,2022,22,3,0
22810,2022,22,21,0
22815,2022,22,6,0
22913,2022,22,3,0
22925,2022,23,14,0
23191,2022,25,2,0
23221,2022,25,7,0
23252,2022,25,10,0
23292,2022,26,26,0
23301,2022,26,3,0
23307,2022,26,42,0
23310,2022,27,4,0
23313,2022,24,1,0
23324,2022,23,1,0
23420,2022,28,10,0
23425,2022,25,9,0
23429,2022,26,17,0
23460,2022,26,57,0
23465,2022,24,4,0
23488,2022,26,40,0
23493,2022,26,2,0
23550,2022,24,27,0
23735,2022,25,28,0
23779,2022,25,24,0
23796,2022,22,1,0
23809,2022,27,7,0
23920,2022,23,13,0
24094,2022,22,3,0
24494,2022,21,1,0
24580,2022,24,28,0
24586,2022,25,23,0
24606,2022,25,15,0
24750,2022,24,5,0
24930,2022,24,9,0
24933,2022,26,42,0
24937,2022,26,14,0
24975,2022,25,1,0
24988,2022,25,4,0
25007,2022,26,63,0
25075,2022,23,2,0
25078,2022,25,1,0
25097,2022,26,17,0
25174,2022,28,64,0
25376,2022,25,2,0
25377,2022,25,27,0
25379,2022,26,28,0
25385,2022,26,28,0
25388,2022,25,7,0
25413,2022,25,1,0
25427,2022,24,6,0
25436,2022,24,25,0
25512,2022,26,1,0
25595,2022,23,2,0
25636,2022,24,2,0
25665,2022,24,7,0
25756,2022,24,39,0
25862,2022,25,1,0
25880,2022,23,7,0
25911,2022,28,13,0
25918,2022,24,22,0
25942,2022,23,13,0
26079,2022,24,15,0
26108,2022,23,47,0
26213,2022,25,3,0
26221,2022,24,9,0
26231,2022,26,10,0
26253,2022,24,3,0
26260,2022,24,4,0
26285,2022,24,9,0
26304,2022,25,8,0
26364,2022,25,2,0
26378,2022,24,19,0
26410,2022,24,31,0
27468,2022,22,25,0
27473,2022,23,1,0
27474,2022,23,2,0
27498,2022,23,31,0
27505,2022,29,5,0
27515,2022,34,49,0
27517,2022,28,10,0
27552,2022,24,19,0
27581,2022,24,6,0
27646,2022,23,4,0
27681,2022,24,7,0
27691,2022,24,5,0
27779,2022,23,10,0
30074,2022,22,7,0
30115,2022,31,45,0
1157,2023,36,14,0
1246,2023,37,12,0
1247,2023,37,66,0
1890,2023,34,50,0
1943,2023,39,30,0
2036,2023,35,24,0
2429,2023,37,15,0
2520,2023,36,32,0
2895,2023,35,7,0
3096,2023,35,51,0
3137,2023,38,27,0
3237,2023,34,3,0
3548,2023,34,5,0
4676,2023,39,30,0
4806,2023,43,32,0
4994,2023,37,6,0
5003,2023,36,63,0
5114,2023,33,14,0
5448,2023,39,36,0
5524,2023,33,4,0
5615,2023,35,59,0
6107,2023,33,50,0
6398,2023,33,49,0
6399,2023,34,63,0
6562,2023,35,28,0
6632,2023,36,20,0
6655,2023,35,71,0
6661,2023,34,4,0
6797,2023,32,14,0
6893,2023,37,13,0
6895,2023,35,19,0
6902,2023,32,35,0
6984,2023,36,61,0
6986,2023,38,16,0
7005,2023,34,65,0
7048,2023,33,58,0
7115,2023,38,50,0
7146,2023,36,3,0
7432,2023,35,25,0
7531,2023,36,41,0
7593,2023,32,31,0
7608,2023,36,2,0
7803,2023,36,27,0
7982,2023,35,22,0
8048,2023,33,60,0
8110,2023,35,38,0
8241,2023,38,62,0
8246,2023,36,3,0
8337,2023,36,12,0
8700,2023,40,27,0
8779,2023,36,23,0
9073,2023,36,61,0
9111,2023,33,60,0
9132,2023,33,25,0
9323,2023,33,32,0
9434,2023,35,10,0
9761,2023,35,42,0
9803,2023,34,35,0
10061,2023,35,66,0
10078,2023,36,36,0
10123,2023,35,33,0
10133,2023,35,22,0
10160,2023,32,8,0
10197,2023,32,36,1
10199,2023,32,3,2
10233,2023,35,61,0
10291,2023,35,12,0
10310,2023,33,32,0
10314,2023,33,38,0
10315,2023,33,45,0
10343,2023,35,55,0
10430,2023,33,6,0
10591,2023,33,55,0
10603,2023,34,20,0
10657,2023,31,27,0
10756,2023,34,2,0
10835,2023,34,1,0
10843,2023,34,5,0
10855,2023,32,50,0
10954,2023,35,6,0
11121,2023,35,15,0
11156,2023,34,30,0
11189,2023,31,8,0
11294,2023,34,14,0
11341,2023,33,1,0
11384,2023,33,42,0
11423,2023,34,13,0
11486,2023,31,1,0
11487,2023,31,11,0
11589,2023,31,10,0
11632,2023,34,1,0
11674,2023,31,30,0
11752,2023,31,33,0
11760,2023,34,41,0
11762,2023,30,18,0
11804,2023,34,71,0
11828,2023,34,19,0
11836,2023,30,31,0
11847,2023,37,55,0
11861,2023,31,56,0
12049,2023,33,24,0
12056,2023,33,63,0
12095,2023,32,73,0
12178,2023,31,15,0
12249,2023,33,5,0
12304,2023,34,33,0
12317,2023,32,26,0
12323,2023,33,13,0
12361,2023,35,12,0
12447,2023,33,26,0
12499,2023,34,4,0
12575,2023,33,32,0
12718,2023,30,23,0
12730,2023,32,63,0
12760,2023,32,68,0
12763,2023,32,38,0
12768,2023,33,32,0
12777,2023,33,40,0
12791,2023,30,14,0
12808,2023,32,24,0
12828,2023,33,14,0
12857,2023,32,39,0
12863,2023,33,24,0
12880,2023,33,27,0
12890,2023,31,1,0
12918,2023,30,4,0
12970,2023,30,17,0
12988,2023,33,63,0
12997,2023,30,3,0
13050,2023,33,19,0
13074,2023,36,24,0
13125,2023,32,33,0
13133,2023,32,54,0
13164,2023,30,26,0
13183,2023,30,18,0
13190,2023,30,51,0
13218,2023,30,58,1
13273,2023,33,22,0
13276,2023,31,16,0
13293,2023,33,61,0
13345,2023,31,7,0
13346,2023,32,73,0
13361,2023,32,25,0
13394,2023,32,62,0
13420,2023,32,39,0
13424,2023,32,60,0
13431,2023,32,27,0
13435,2023,32,67,0
13449,2023,32,60,0
13470,2023,29,67,0
13475,2023,30,7,0
13528,2023,32,3,0
13543,2023,30,32,0
13580,2023,31,64,0
13594,2023,30,60,0
13607,2023,31,32,0
13619,2023,30,40,0
13649,2023,30,66,0
13652,2023,31,18,0
13699,2023,29,1,0
13707,2023,30,6,0
13713,2023,33,3,0
13743,2023,29,14,0
13758,2023,32,1,0
13761,2023,32,64,0
13763,2023,31,51,0
13767,2023,32,46,0
13774,2023,29,31,0
13781,2023,32,29,0
13799,2023,31,56,0
13801,2023,32,24,0
13834,2023,31,1,0
13892,2023,33,65,0
13896,2023,28,29,0
13942,2023,33,57,0
14078,2023,31,24,0
14107,2023,32,31,0
14168,2023,29,32,0
14212,2023,29,61,0
14295,2023,31,63,0
14309,2023,30,1,0
14332,2023,29,69,0
14361,2023,32,20,0
14374,2023,29,21,0
14375,2023,31,27,0
14416,2023,28,40,0
14420,2023,29,5,0
14444,2023,36,11,0
14509,2023,31,4,0
14510,2023,29,2,0
14524,2023,29,57,0
14527,2023,30,61,0
14542,2023,30,63,0
14552,2023,28,38,0
14663,2023,31,3,0
14677,2023,28,20,0
14681,2023,30,44,0
14706,2023,29,10,0
14739,2023,29,21,0
14764,2023,30,1,0
14765,2023,26,21,0
14771,2023,32,66,0
14814,2023,32,71,0
14825,2023,31,29,0
14843,2023,31,29,0
14844,2023,32,1,0
14857,2023,32,35,0
14874,2023,31,70,0
14916,2023,31,29,0
14932,2023,31,19,0
14966,2023,30,2,0
14975,2023,30,16,0
14986,2023,31,56,0
14993,2023,30,63,0
15007,2023,30,3,0
15009,2023,31,67,0
15036,2023,29,6,0
15038,2023,28,4,0
15042,2023,31,69,0
15046,2023,30,64,0
15047,2023,31,25,0
15051,2023,30,5,0
15068,2023,29,49,0
15094,2023,31,21,0
15100,2023,31,19,0
15145,2023,32,75,0
15157,2023,31,7,0
15239,2023,32,6,0
15256,2023,33,4,0
15264,2023,29,51,0
15288,2023,32,22,0
15290,2023,33,38,0
15369,2023,32,14,0
15423,2023,32,34,0
15440,2023,32,15,0
15444,2023,31,12,0
15451,2023,31,6,0
15454,2023,30,38,0
15463,2023,30,13,0
15467,2023,31,10,0
15474,2023,28,33,0
15488,2023,28,2,0
15507,2023,28,57,0
15514,2023,32,68,0
15541,2023,32,68,0
15551,2023,32,69,0
15552,2023,32,12,0
15594,2023,32,27,0
15684,2023,28,75,0
15689,2023,30,33,0
15690,2023,31,31,0
15734,2023,27,11,0
15761,2023,28,59,0
15816,2023,28,61,0
15823,2023,27,28,0
15855,2023,31,5,0
15873,2023,31,37,0
15890,2023,29,19,0
15947,2023,31,55,0
16074,2023,30,3,0
16122,2023,30,59,0
16128,2023,30,15,0
16137,2023,30,14,0
16149,2023,30,32,0
16162,2023,30,11,0
16207,2023,30,7,0
16209,2023,30,1,0
16233,2023,29,5,0
16256,2023,30,29,0
16258,2023,29,61,0
16269,2023,30,4,0
16306,2023,30,8,0
16350,2023,29,38,0
16358,2023,28,5,0
16400,2023,29,68,0
16401,2023,29,20,0
16408,2023,27,34,0
16466,2023,28,40,0
16502,2023,31,25,0
16511,2023,30,32,0
16561,2023,29,27,0
16587,2023,29,69,0
16609,2023,26,72,0
16631,2023,31,37,0
16647,2023,31,31,0
16703,2023,31,69,0
16727,2023,31,28,0
16754,2023,32,3,0
16814,2023,33,48,0
16835,2023,31,55,0
16866,2023,30,11,0
16918,2023,29,29,0
16929,2023,27,20,0
16942,2023,27,14,0
16943,2023,30,7,0
16977,2023,31,30,0
16990,2023,31,32,0
17034,2023,27,8,0
17085,2023,27,32,0
17092,2023,29,9,0
17130,2023,33,58,0
17149,2023,30,20,0
17169,2023,27,1,0
17170,2023,28,69,0
17186,2023,30,17,0
17192,2023,29,30,0
17264,2023,30,10,0
17277,2023,27,22,0
17281,2023,29,1,0
17282,2023,27,30,0
17292,2023,27,17,0
17295,2023,29,31,0
17312,2023,27,30,0
17359,2023,30,17,0
17381,2023,30,5,0
17432,2023,30,54,0
17464,2023,26,33,0
17479,2023,27,29,0
17480,2023,26,31,0
17485,2023,27,45,0
17489,2023,30,1,0
17490,2023,26,61,0
17496,2023,29,8,0
17556,2023,29,29,0
17586,2023,28,74,0
17594,2023,27,32,0
17606,2023,26,31,0
17610,2023,30,1,0
17611,2023,30,58,0
17639,2023,28,69,0
17677,2023,30,3,0
17701,2023,29,72,0
17722,2023,29,31,0
17732,2023,28,8,0
17734,2023,28,62,0
17735,2023,28,25,0
17755,2023,29,63,0
17759,2023,29,30,0
17780,2023,28,42,0
17793,2023,29,17,0
17859,2023,28,58,0
17860,2023,27,1,0
17871,2023,29,74,0
17874,2023,28,12,0
17877,2023,28,5,0
17878,2023,27,9,0
17888,2023,30,52,0
17897,2023,29,15,0
17948,2023,29,27,0
17964,2023,29,11,0
17968,2023,26,53,0
17969,2023,26,25,0
17995,2023,26,33,0
17998,2023,29,49,0
18000,2023,25,4,0
18064,2023,30,68,0
18138,2023,28,33,0
18152,2023,28,11,0
18186,2023,30,10,0
18297,2023,32,18,0
18300,2023,30,13,0
18311,2023,29,3,0
18323,2023,29,44,1
18325,2023,28,13,0
18331,2023,29,14,0
18333,2023,29,63,0
18335,2023,29,21,0
18337,2023,32,35,0
18356,2023,26,34,0
18376,2023,29,3,0
18383,2023,25,7,0
18403,2023,27,70,0
18413,2023,28,16,0
18421,2023,30,2,0
18439,2023,29,8,0
18454,2023,30,10,0
18498,2023,35,21,0
18519,2023,27,61,0
18525,2023,27,33,0
18548,2023,26,56,0
18554,2023,26,2,0
18592,2023,27,1,0
18615,2023,30,16,0
18655,2023,29,70,0
18674,2023,26,15,0
18679,2023,27,30,0
18684,2023,27,28,0
18694,2023,25,4,0
18815,2023,28,12,0
18864,2023,26,14,0
19159,2023,28,3,0
19179,2023,28,15,0
19200,2023,27,10,0
19205,2023,29,26,0
19206,2023,28,18,0
19225,2023,28,10,0
19244,2023,29,24,0
19245,2023,28,2,2
19249,2023,28,57,0
19261,2023,28,39,0
19264,2023,28,18,0
19274,2023,29,54,0
19281,2023,28,2,0
19291,2023,27,34,0
19294,2023,28,2,0
19309,2023,30,56,0
19312,2023,28,19,0
19315,2023,28,4,0
19316,2023,28,10,0
19320,2023,30,9,0
19330,2023,30,8,0
19337,2023,27,27,0
19343,2023,28,58,0
19349,2023,26,68,0
19350,2023,27,32,0
19360,2023,28,50,0
19361,2023,28,32,0
19362,2023,28,24,0
19388,2023,29,20,0
19403,2023,29,66,0
19407,2023,29,17,0
19409,2023,28,35,0
19427,2023,28,21,0
19444,2023,28,31,0
19447,2023,26,28,0
19454,2023,29,35,0
19459,2023,27,11,0
19479,2023,28,23,0
19482,2023,29,42,0
19487,2023,27,9,0
19493,2023,28,19,0
19531,2023,27,70,0
19541,2023,28,35,0
19545,2023,28,13,0
19558,2023,29,2,0
19569,2023,28,66,0
19574,2023,26,27,0
19588,2023,24,2,0
19614,2023,27,65,0
19618,2023,26,65,0
19665,2023,27,9,0
19677,2023,28,69,0
19695,2023,27,27,0
19716,2023,25,9,0
19736,2023,29,1,0
19753,2023,28,17,0
19754,2023,27,14,0
19769,2023,28,48,0
19784,2023,29,17,0
19795,2023,28,19,0
19800,2023,28,5,0
19804,2023,28,46,0
19805,2023,28,2,0
19853,2023,28,49,0
19866,2023,27,15,0
19867,2023,27,24,0
19868,2023,27,11,0
19871,2023,27,38,0
19874,2023,27,15,0
19876,2023,29,60,0
19879,2023,27,21,0
19883,2023,27,67,0
19891,2023,28,1,0
19899,2023,27,33,0
19906,2023,25,1,1
19911,2023,25,11,0
19924,2023,26,6,0
19926,2023,26,3,0
19932,2023,27,71,0
19959,2023,25,32,0
19962,2023,25,25,0
19976,2023,27,10,0
19979,2023,28,5,0
19990,2023,25,53,0
19995,2023,28,9,0
19996,2023,28,24,0
20000,2023,28,25,0
20009,2023,27,7,0
20020,2023,29,46,0
20023,2023,29,10,0
20038,2023,27,3,0
20039,2023,24,8,0
20061,2023,31,21,0
20070,2023,26,18,0
20080,2023,27,30,0
20099,2023,27,3,0
20116,2023,27,17,0
20132,2023,28,9,0
20151,2023,27,44,0
20153,2023,27,1,0
20160,2023,26,35,0
20167,2023,25,21,0
20185,2023,26,15,0
20190,2023,28,10,0
20191,2023,27,22,0
20203,2023,27,61,0
20206,2023,27,60,0
20209,2023,28,3,0
20231,2023,27,3,0
20253,2023,28,71,0
20271,2023,26,4,0
20276,2023,24,8,0
20277,2023,27,22,0
20298,2023,26,4,0
20302,2023,27,27,0
20323,2023,27,1,0
20349,2023,28,8,0
20353,2023,28,52,0
20367,2023,24,68,0
20369,2023,25,15,0
20370,2023,28,7,0
20373,2023,24,52,0
20375,2023,28,17,0
20387,2023,28,16,0
20418,2023,27,12,0
20422,2023,26,43,0
20423,2023,27,49,0
20476,2023,26,5,0
20491,2023,26,6,0
20494,2023,28,3,0
20515,2023,26,68,0
20517,2023,26,61,0
20526,2023,26,9,0
20531,2023,27,32,0
20539,2023,25,1,0
20546,2023,26,26,0
20548,2023,27,20,0
20617,2023,26,9,0
20633,2023,32,32,0
20643,2023,28,1,0
20666,2023,28,56,0
20778,2023,26,19,0
20962,2023,25,1,0
20997,2023,27,12,0
21018,2023,25,17,0
21023,2023,26,22,0
21025,2023,26,10,0
21029,2023,25,59,0
21032,2023,25,75,0
21045,2023,28,35,0
21093,2023,27,9,0
21101,2023,27,55,0
21131,2023,26,1,0
21132,2023,26,71,0
21163,2023,25,14,0
21170,2023,29,25,0
21189,2023,29,4,0
21205,2023,28,27,0
21212,2023,28,24,0
21224,2023,27,26,0
21238,2023,27,6,0
21267,2023,27,70,0
21281,2023,27,15,0
21298,2023,27,19,0
21304,2023,27,1,0
21306,2023,27,3,0
21318,2023,27,25,0
21324,2023,27,14,0
21327,2023,26,3,0
21345,2023,28,7,0
21366,2023,27,6,0
21367,2023,28,37,0
21390,2023,27,29,0
21420,2023,25,22,0
21446,2023,26,10,0
21453,2023,25,1,0
21455,2023,25,3,0
21461,2023,25,15,0
21481,2023,26,15,0
21483,2023,26,21,0
21504,2023,26,24,0
21513,2023,26,26,0
21520,2023,26,14,0
21527,2023,26,18,0
21537,2023,26,9,0
21541,2023,26,4,0
21549,2023,26,23,0
21584,2023,27,33,0
21620,2023,28,9,0
21649,2023,24,23,0
21652,2023,26,59,0
21690,2023,25,22,0
21741,2023,25,32,0
21761,2023,27,10,0
21844,2023,25,31,0
21846,2023,25,29,0
21850,2023,25,51,0
21858,2023,25,1,0
21859,2023,25,3,0
21863,2023,24,26,0
21866,2023,24,18,0
21894,2023,23,60,0
21955,2023,25,13,0
21956,2023,24,7,0
21992,2023,25,69,0
21997,2023,25,29,0
22051,2023,28,35,0
22100,2023,24,38,0
22116,2023,24,1,0
22176,2023,25,1,0
22182,2023,23,22,0
22201,2023,24,27,0
22207,2023,24,18,0
22210,2023,24,12,0
22224,2023,26,12,0
22250,2023,26,32,0
22267,2023,26,15,0
22273,2023,23,2,0
22276,2023,26,23,0
22286,2023,25,4,0
22288,2023,23,31,0
22294,2023,23,22,0
22296,2023,27,13,0
22304,2023,25,3,0
22318,2023,25,50,0
22361,2023,27,58,0
22387,2023,25,60,0
22461,2023,26,11,0
22487,2023,25,32,0
22543,2023,22,23,0
22713,2023,26,67,0
22717,2023,23,15,0
22810,2023,23,19,0
22815,2023,23,9,0
22828,2023,23,9,0
22872,2023,23,1,0
22915,2023,23,5,0
22925,2023,24,12,0
22932,2023,23,2,0
22982,2023,24,1,0
23095,2023,26,1,0
23135,2023,25,8,0
23150,2023,27,16,0
23165,2023,24,10,0
23191,2023,26,1,0
23221,2023,26,18,0
23252,2023,26,3,0
23265,2023,25,16,0
23292,2023,27,4,0
23301,2023,27,2,0
23307,2023,27,20,0
23313,2023,25,9,0
23324,2023,24,5,0
23363,2023,27,25,0
23429,2023,27,32,0
23443,2023,27,54,0
23449,2023,25,1,0
23455,2023,26,8,0
23460,2023,27,17,0
23488,2023,27,45,0
23499,2023,25,9,0
23552,2023,27,1,1
23617,2023,28,14,0
23631,2023,26,4,0
23735,2023,26,6,0
23779,2023,26,27,0
23796,2023,23,15,0
23809,2023,28,22,0
23920,2023,24,28,0
24017,2023,23,39,0
24363,2023,25,8,0
24388,2023,22,1,0
24453,2023,21,10,0
24492,2023,23,23,0
24494,2023,22,1,0
24580,2023,25,30,0
24581,2023,23,4,0
24586,2023,26,30,0
24602,2023,23,8,0
24604,2023,26,24,0
24606,2023,26,19,0
24607,2023,26,2,0
24614,2023,23,6,0
24681,2023,23,2,0
24719,2023,24,11,0
24737,2023,26,16,0
24763,2023,26,3,0
24933,2023,27,27,0
24935,2023,26,1,0
24937,2023,27,2,0
24968,2023,23,21,0
24975,2023,26,10,0
24977,2023,27,3,0
24986,2023,25,21,0
24993,2023,26,11,0
25007,2023,27,56,0
25071,2023,26,21,0
25097,2023,27,9,0
25098,2023,25,4,0
25139,2023,26,23,0
25174,2023,29,16,0
25178,2023,28,23,0
25327,2023,23,32,0
25348,2023,26,7,0
25376,2023,26,16,0
25377,2023,26,29,0
25379,2023,27,40,0
25385,2023,27,8,0
25386,2023,25,25,0
25388,2023,26,6,0
25416,2023,27,1,0
25427,2023,25,26,0
25436,2023,25,31,0
25463,2023,25,23,0
25481,2023,25,25,0
25550,2023,26,8,0
25551,2023,25,27,0
25589,2023,25,16,0
25595,2023,24,41,0
25636,2023,25,11,0
25645,2023,25,9,0
25650,2023,25,4,0
25651,2023,26,12,0
25663,2023,24,3,0
25665,2023,25,3,0
25679,2023,25,57,0
25756,2023,25,78,0
25777,2023,25,7,0
25804,2023,30,1,0
25830,2023,26,3,0
