player_name,team,fa_class,position,minor_league_level,first_name_lower,last_name_lower,normed_position
Elvis Araujo,Cleveland Indians,2014,LHP,AA,elvis,araujo,pitcher
Dusty Brown,Cleveland Indians,2014,C,AAA,dusty,brown,batter
Luke Carlin,Cleveland Indians,2014,C,AAA,luke,carlin,batter
Matt Colantonio,Cleveland Indians,2014,C,AAA,matt,colantonio,batter
Chris Gimenez,Cleveland Indians,2014,C,AAA,chris,gimenez,batter
Adam Abraham,Cleveland Indians,2014,1B,AA,adam,abraham,batter
Russell Branyan,Cleveland Indians,2014,1B,AAA,russell,branyan,batter
David Cooper,Cleveland Indians,2014,1B,AAA,david,cooper,batter
Bryan LaHair,Cleveland Indians,2014,1B,AA,bryan,lahair,batter
Ryan Rohlinger,Cleveland Indians,2014,2B,AAA,ryan,rohlinger,batter
Audy Ciriaco,Cleveland Indians,2014,SS,AAA,audy,ciriaco,batter
Jaime Pedroza,Cleveland Indians,2014,SS,AA,jaime,pedroza,batter
Matt Carson,Cleveland Indians,2014,OF,AAA,matt,carson,batter
Tim Fedroff,Cleveland Indians,2014,OF,AAA,tim,fedroff,batter
Rafael Betancourt,Colorado Rockies,2014,RHP,AAA,rafael,betancourt,pitcher
Greg Burke,Colorado Rockies,2014,RHP,AAA,greg,burke,pitcher
Leuris Gomez,Colorado Rockies,2014,RHP,AAA,leuris,gomez,pitcher
Jefri Hernandez,Colorado Rockies,2014,RHP,Lo A,jefri,hernandez,pitcher
Dan Houston,Colorado Rockies,2014,RHP,AAA,dan,houston,pitcher
Mike McClendon,Colorado Rockies,2014,RHP,AAA,mike,mcclendon,pitcher
Josh Roenicke,Colorado Rockies,2014,RHP,AAA,josh,roenicke,pitcher
R.J. Seidel,Colorado Rockies,2014,RHP,AAA,r.j.,seidel,pitcher
Brett Tomko,Colorado Rockies,2014,RHP,AAA,brett,tomko,pitcher
Brian Burres,Colorado Rockies,2014,LHP,AAA,brian,burres,pitcher
James Houser,Colorado Rockies,2014,LHP,AAA,james,houser,pitcher
Jose Gonzalez,Colorado Rockies,2014,C,AAA,jose,gonzalez,batter
Michael Ramirez,Colorado Rockies,2014,C,Hi A,michael,ramirez,batter
Drew Garcia,Colorado Rockies,2014,2B,AAA,drew,garcia,batter
Angelys Nina,Colorado Rockies,2014,2B,AAA,angelys,nina,batter
Delta Cleary,Colorado Rockies,2014,OF,AA,delta,cleary,batter
Francisco Sosa,Colorado Rockies,2014,OF,Hi A,francisco,sosa,batter
Bryan Augenstein,Detroit Tigers,2014,RHP,AA,bryan,augenstein,pitcher
Kevin Eichhorn,Detroit Tigers,2014,RHP,Hi A,kevin,eichhorn,pitcher
Derek Hankins,Detroit Tigers,2014,RHP,AAA,derek,hankins,pitcher
Shawn Hill,Detroit Tigers,2014,RHP,AAA,shawn,hill,pitcher
Justin Miller,Detroit Tigers,2014,RHP,AAA,justin,miller,pitcher
Jose Ortega,Detroit Tigers,2014,RHP,AAA,jose,ortega,pitcher
Wilsen Palacios,Detroit Tigers,2014,RHP,AA,wilsen,palacios,pitcher
Duane Below,Detroit Tigers,2014,LHP,AAA,duane,below,pitcher
Casey Crosby,Detroit Tigers,2014,LHP,AAA,casey,crosby,pitcher
Daniel Schlereth,Detroit Tigers,2014,LHP,AAA,daniel,schlereth,pitcher
Will Startup,Detroit Tigers,2014,LHP,AA,will,startup,pitcher
Jade Todd,Detroit Tigers,2014,LHP,Hi A,jade,todd,pitcher
Craig Albernaz,Detroit Tigers,2014,C,AA,craig,albernaz,batter
Moises Beltre,Detroit Tigers,2014,C,DSL,moises,beltre,batter
Lance Durham,Detroit Tigers,2014,1B,Hi A,lance,durham,batter
Jordan Lennerton,Detroit Tigers,2014,1B,AAA,jordan,lennerton,batter
Brandon Douglas,Detroit Tigers,2014,2B,AAA,brandon,douglas,batter
Marcus Lemon,Detroit Tigers,2014,2B,AAA,marcus,lemon,batter
Francisco Martinez,Detroit Tigers,2014,3B,AA,francisco,martinez,batter
Ben Guez,Detroit Tigers,2014,OF,AAA,ben,guez,batter
Jose Cisnero,Houston Astros,2014,RHP,AAA,jose,cisnero,pitcher
Paul Clemens,Houston Astros,2014,RHP,AAA,paul,clemens,pitcher
Murilo Gouvea,Houston Astros,2014,RHP,Hi A,murilo,gouvea,pitcher
David Martinez,Houston Astros,2014,RHP,AAA,david,martinez,pitcher
Ross Seaton,Houston Astros,2014,RHP,AAA,ross,seaton,pitcher
Rudy Owens,Houston Astros,2014,LHP,AAA,rudy,owens,pitcher
Pat Urckfitz,Houston Astros,2014,LHP,AAA,pat,urckfitz,pitcher
Rene Garcia,Houston Astros,2014,C,AA,rene,garcia,batter
Carlos Perdomo,Houston Astros,2014,SS,AA,carlos,perdomo,batter
Sugar Ray Marimon,Kansas City Royals,2014,RHP,AAA,sugar,ray marimon,pitcher
Tim Melville,Kansas City Royals,2014,RHP,AA,tim,melville,pitcher
Aroni Nina,Kansas City Royals,2014,RHP,AA,aroni,nina,pitcher
Noel Arguelles,Kansas City Royals,2014,LHP,AA,noel,arguelles,pitcher
Juan Graterol,Kansas City Royals,2014,C,AA,juan,graterol,batter
Brett Hayes,Kansas City Royals,2014,C,AAA,brett,hayes,batter
Brian Bocock,Kansas City Royals,2014,SS,AAA,brian,bocock,batter
Angel Franco,Kansas City Royals,2014,SS,AA,angel,franco,batter
Paul Janish,Kansas City Royals,2014,SS,AAA,paul,janish,batter
Mitch Maier,Kansas City Royals,2014,OF,AA,mitch,maier,batter
Edinson Rincon,Kansas City Royals,2014,OF,AA,edinson,rincon,batter
Orangel Arenas,Los Angeles Angels,2014,RHP,AA,orangel,arenas,pitcher
Ryan Brasier,Los Angeles Angels,2014,RHP,AAA,ryan,brasier,pitcher
Ryan Chaffee,Los Angeles Angels,2014,RHP,AA,ryan,chaffee,pitcher
Caleb Clay,Los Angeles Angels,2014,RHP,AAA,caleb,clay,pitcher
Jarrett Grube,Los Angeles Angels,2014,RHP,AAA,jarrett,grube,pitcher
Anthony Lerew,Los Angeles Angels,2014,RHP,AAA,anthony,lerew,pitcher
Kyler Newby,Los Angeles Angels,2014,RHP,AAA,kyler,newby,pitcher
Fernando Nieve,Los Angeles Angels,2014,RHP,AAA,fernando,nieve,pitcher
Chris Volstad,Los Angeles Angels,2014,RHP,AAA,chris,volstad,pitcher
Buddy Boshers,Los Angeles Angels,2014,LHP,AA,buddy,boshers,pitcher
Danny Miranda,Los Angeles Angels,2014,LHP,Hi A,danny,miranda,pitcher
Dustin Richardson,Los Angeles Angels,2014,LHP,AAA,dustin,richardson,pitcher
Randy Wolf,Los Angeles Angels,2014,LHP,AAA,randy,wolf,pitcher
Anderson de la Rosa,Los Angeles Angels,2014,C,AA,anderson,de la rosa,batter
Zach Zaneski,Los Angeles Angels,2014,C,AA,zach,zaneski,batter
Vance Albitz,Los Angeles Angels,2014,SS,AAA,vance,albitz,batter
Maikol Gonzalez,Los Angeles Angels,2014,SS,AA,maikol,gonzalez,batter
Mike Bianucci,Los Angeles Angels,2014,OF,AA,mike,bianucci,batter
Tony Campana,Los Angeles Angels,2014,OF,AAA,tony,campana,batter
Roberto Lopez,Los Angeles Angels,2014,OF,AAA,roberto,lopez,batter
Adam Melker,Los Angeles Angels,2014,OF,AA,adam,melker,batter
Jeff Bennett,Los Angeles Dodgers,2014,RHP,AAA,jeff,bennett,pitcher
Bruce Billings,Los Angeles Dodgers,2014,RHP,AAA,bruce,billings,pitcher
Drew Carpenter,Los Angeles Dodgers,2014,RHP,AAA,drew,carpenter,pitcher
Sam Demel,Los Angeles Dodgers,2014,RHP,AAA,sam,demel,pitcher
Stephen Fife,Los Angeles Dodgers,2014,RHP,AAA,stephen,fife,pitcher
Bladimir Franco,Los Angeles Dodgers,2014,RHP,Hi A,bladimir,franco,pitcher
Gustavo Gomez,Los Angeles Dodgers,2014,RHP,Hi A,gustavo,gomez,pitcher
Yeuri Gonzalez,Los Angeles Dodgers,2014,RHP,R,yeuri,gonzalez,pitcher
Josh Judy,Los Angeles Dodgers,2014,RHP,AAA,josh,judy,pitcher
Danny Keller,Los Angeles Dodgers,2014,RHP,Hi A,danny,keller,pitcher
Jhan Marinez,Los Angeles Dodgers,2014,RHP,AA,jhan,marinez,pitcher
Mark Pope,Los Angeles Dodgers,2014,RHP,Lo A,mark,pope,pitcher
Juan Rodriguez,Los Angeles Dodgers,2014,RHP,Hi A,juan,rodriguez,pitcher
Andres Santiago,Los Angeles Dodgers,2014,RHP,AA,andres,santiago,pitcher
Anthony Slama,Los Angeles Dodgers,2014,RHP,AA,anthony,slama,pitcher
Javier Solano,Los Angeles Dodgers,2014,RHP,AA,javier,solano,pitcher
Justin Souza,Los Angeles Dodgers,2014,RHP,AAA,justin,souza,pitcher
Nick Struck,Los Angeles Dodgers,2014,RHP,AA,nick,struck,pitcher
J.C. Boscan,Los Angeles Dodgers,2014,C,AA,j.c.,boscan,batter
Gorman Erickson,Los Angeles Dodgers,2014,C,AAA,gorman,erickson,batter
Johnny Monell,Los Angeles Dodgers,2014,C,AAA,johnny,monell,batter
Alberto Rosario,Los Angeles Dodgers,2014,C,AA,alberto,rosario,batter
Chris Jacobs,Los Angeles Dodgers,2014,1B,Hi A,chris,jacobs,batter
Brock Peterson,Los Angeles Dodgers,2014,1B,AAA,brock,peterson,batter
Alex Liddi,Los Angeles Dodgers,2014,3B,AA,alex,liddi,batter
Daniel Mayora,Los Angeles Dodgers,2014,3B,AA,daniel,mayora,batter
Jamie Romak,Los Angeles Dodgers,2014,3B,AAA,jamie,romak,batter
Walter Ibarra,Los Angeles Dodgers,2014,SS,AAA,walter,ibarra,batter
Angel Sanchez,Los Angeles Dodgers,2014,SS,AA,angel,sanchez,batter
Carlos Triunfel,Los Angeles Dodgers,2014,SS,AAA,carlos,triunfel,batter
Mike Baxter,Los Angeles Dodgers,2014,OF,AAA,mike,baxter,batter
Trayvon Robinson,Los Angeles Dodgers,2014,OF,AAA,trayvon,robinson,batter
Bryan Evans,Miami Marlins,2014,RHP,AAA,bryan,evans,pitcher
Miguel Fermin,Miami Marlins,2014,RHP,Hi A,miguel,fermin,pitcher
Dustin Moseley,Miami Marlins,2014,RHP,AA,dustin,moseley,pitcher
Ramon Oviedo,Miami Marlins,2014,RHP,SS,ramon,oviedo,pitcher
Micah Owings,Miami Marlins,2014,RHP,AA,micah,owings,pitcher
Keivi Rojas,Miami Marlins,2014,RHP,R,keivi,rojas,pitcher
Alex Sanabia,Miami Marlins,2014,RHP,AAA,alex,sanabia,pitcher
Elih Villanueva,Miami Marlins,2014,RHP,AAA,elih,villanueva,pitcher
Alexander Carreras,Miami Marlins,2014,LHP,SS,alexander,carreras,pitcher
James Leverton,Miami Marlins,2014,LHP,AA,james,leverton,pitcher
Jose Ceballos,Miami Marlins,2014,C,Lo A,jose,ceballos,batter
Wilfredo Gimenez,Miami Marlins,2014,C,AA,wilfredo,gimenez,batter
Luis Sanz,Miami Marlins,2014,C,Hi A,luis,sanz,batter
Kyle Skipworth,Miami Marlins,2014,C,AAA,kyle,skipworth,batter
Alex Burg,Miami Marlins,2014,3B,AA,alex,burg,batter
Josh Rodriguez,Miami Marlins,2014,3B,AAA,josh,rodriguez,batter
Juan Diaz,Miami Marlins,2014,SS,AAA,juan,diaz,batter
Joe Benson,Miami Marlins,2014,OF,AA,joe,benson,batter
Isaac Galloway,Miami Marlins,2014,OF,AA,isaac,galloway,batter
Alfredo Silverio,Miami Marlins,2014,OF,Hi A,alfredo,silverio,batter
Billy Buckner,Milwaukee Brewers,2014,RHP,AAA,billy,buckner,pitcher
Jose de la Torre,Milwaukee Brewers,2014,RHP,AAA,jose,de la torre,pitcher
Donovan Hand,Milwaukee Brewers,2014,RHP,AAA,donovan,hand,pitcher
Jon Huizinga,Milwaukee Brewers,2014,RHP,Hi A,jon,huizinga,pitcher
Jay Jackson,Milwaukee Brewers,2014,RHP,AAA,jay,jackson,pitcher
Arcenio Leon,Milwaukee Brewers,2014,RHP,AAA,arcenio,leon,pitcher
Johnnie Lowe,Milwaukee Brewers,2014,RHP,R,johnnie,lowe,pitcher
Dustin Molleken,Milwaukee Brewers,2014,RHP,AAA,dustin,molleken,pitcher
Brent Leach,Milwaukee Brewers,2014,LHP,AAA,brent,leach,pitcher
Robinzon Diaz,Milwaukee Brewers,2014,C,AA,robinzon,diaz,batter
Hector Gimenez,Milwaukee Brewers,2014,C,AA,hector,gimenez,batter
Lucas May,Milwaukee Brewers,2014,C,AAA,lucas,may,batter
Joey Paciorek,Milwaukee Brewers,2014,C,R,joey,paciorek,batter
Pete Orr,Milwaukee Brewers,2014,2B,AAA,pete,orr,batter
Hainley Statia,Milwaukee Brewers,2014,2B,AA,hainley,statia,batter
Irving Falu,Milwaukee Brewers,2014,SS,AAA,irving,falu,batter
Caleb Gindl,Milwaukee Brewers,2014,OF,AAA,caleb,gindl,batter
Jeremy Hermida,Milwaukee Brewers,2014,OF,AAA,jeremy,hermida,batter
Erik Komatsu,Milwaukee Brewers,2014,OF,AA,erik,komatsu,batter
Eugenio Velez,Milwaukee Brewers,2014,OF,AAA,eugenio,velez,batter
Deolis Guerra,Minnesota Twins,2014,RHP,AAA,deolis,guerra,pitcher
B.J. Hermsen,Minnesota Twins,2014,RHP,AA,b.j.,hermsen,pitcher
Yohan Pino,Minnesota Twins,2014,RHP,AAA,yohan,pino,pitcher
Dan Turpen,Minnesota Twins,2014,RHP,AA,dan,turpen,pitcher
Virgil Vasquez,Minnesota Twins,2014,RHP,AAA,virgil,vasquez,pitcher
Jim Fuller,Minnesota Twins,2014,LHP,AA,jim,fuller,pitcher
Edgar Ibarra,Minnesota Twins,2014,LHP,AAA,edgar,ibarra,pitcher
Dan Rohlfing,Minnesota Twins,2014,C,AAA,dan,rohlfing,batter
James Beresford,Minnesota Twins,2014,2B,AAA,james,beresford,batter
Deibinson Romero,Minnesota Twins,2014,3B,AAA,deibinson,romero,batter
Brandon Waring,Minnesota Twins,2014,3B,AA,brandon,waring,batter
Eric Farris,Minnesota Twins,2014,OF,AAA,eric,farris,batter
Chris Rahl,Minnesota Twins,2014,OF,AAA,chris,rahl,batter
Wilkin Ramirez,Minnesota Twins,2014,OF,AAA,wilkin,ramirez,batter
Corey Wimberly,Minnesota Twins,2014,OF,AA,corey,wimberly,batter
Giancarlo Alvarado,New York Mets,2014,RHP,AAA,giancarlo,alvarado,pitcher
Buddy Carlyle,New York Mets,2014,RHP,AAA,buddy,carlyle,pitcher
Joel Carreno,New York Mets,2014,RHP,AAA,joel,carreno,pitcher
Jeremy Hefner,New York Mets,2014,RHP,Hi A,jeremy,hefner,pitcher
Ryan Reid,New York Mets,2014,RHP,AAA,ryan,reid,pitcher
Miguel Socolovich,New York Mets,2014,RHP,AAA,miguel,socolovich,pitcher
Ismael Tijerina,New York Mets,2014,RHP,Lo A,ismael,tijerina,pitcher
Angel Cuan,New York Mets,2014,LHP,Hi A,angel,cuan,pitcher
Dana Eveland,New York Mets,2014,LHP,AAA,dana,eveland,pitcher
Scott Rice,New York Mets,2014,LHP,AAA,scott,rice,pitcher
Kai Gronauer,New York Mets,2014,C,AAA,kai,gronauer,batter
Brandon Allen,New York Mets,2014,1B,AAA,brandon,allen,batter
Allan Dykstra,New York Mets,2014,1B,AAA,allan,dykstra,batter
Anthony Seratelli,New York Mets,2014,2B,AAA,anthony,seratelli,batter
Brian Burgamy,New York Mets,2014,3B,AA,brian,burgamy,batter
Dimas Ponce,New York Mets,2014,SS,Lo A,dimas,ponce,batter
Andrew Bailey,New York Yankees,2014,RHP,AAA,andrew,bailey,pitcher
Jairo Heredia,New York Yankees,2014,RHP,AA,jairo,heredia,pitcher
David Herndon,New York Yankees,2014,RHP,AAA,david,herndon,pitcher
Pat Venditte,New York Yankees,2014,LHP,AAA,pat,venditte,pitcher
Ramon Benjamin,New York Yankees,2014,LHP,Hi A,ramon,benjamin,pitcher
Jeremy Bleich,New York Yankees,2014,LHP,AA,jeremy,bleich,pitcher
Francisco Rondon,New York Yankees,2014,LHP,AA,francisco,rondon,pitcher
Nik Turley,New York Yankees,2014,LHP,AAA,nik,turley,pitcher
Jose Gil,New York Yankees,2014,C,AAA,jose,gil,batter
Reymond Nunez,New York Yankees,2014,1B,Hi A,reymond,nunez,batter
Jose Toussen,New York Yankees,2014,2B,AA,jose,toussen,batter
Scott Sizemore,New York Yankees,2014,3B,AAA,scott,sizemore,batter
Carmen Angelini,New York Yankees,2014,SS,AAA,carmen,angelini,batter
Zoilo Almonte,New York Yankees,2014,OF,AAA,zoilo,almonte,batter
Tim Alderson,Oakland Athletics,2014,RHP,Hi A,tim,alderson,pitcher
Matt Buschmann,Oakland Athletics,2014,RHP,AAA,matt,buschmann,pitcher
Manuarys Correa,Oakland Athletics,2014,RHP,Hi A,manuarys,correa,pitcher
Fernand Cruzado,Oakland Athletics,2014,RHP,SS,fernand,cruzado,pitcher
Jose Flores,Oakland Athletics,2014,RHP,AA,jose,flores,pitcher
Shawn Haviland,Oakland Athletics,2014,RHP,AA,shawn,haviland,pitcher
Deryk Hooker,Oakland Athletics,2014,RHP,AA,deryk,hooker,pitcher
Phil Humber,Oakland Athletics,2014,RHP,AAA,phil,humber,pitcher
Jonathan Joseph,Oakland Athletics,2014,RHP,Hi A,jonathan,joseph,pitcher
Jeremy McBryde,Oakland Athletics,2014,RHP,AAA,jeremy,mcbryde,pitcher
Tim Sexton,Oakland Athletics,2014,RHP,AA,tim,sexton,pitcher
Marcus Walden,Oakland Athletics,2014,RHP,AA,marcus,walden,pitcher
Omar Duran,Oakland Athletics,2014,LHP,AA,omar,duran,pitcher
Frank Gailey,Oakland Athletics,2014,LHP,AA,frank,gailey,pitcher
Joe Savery,Oakland Athletics,2014,LHP,AAA,joe,savery,pitcher
Luis Martinez,Oakland Athletics,2014,C,AAA,luis,martinez,batter
Luke Montz,Oakland Athletics,2014,C,AAA,luke,montz,batter
Jose Martinez,Oakland Athletics,2014,2B,AAA,jose,martinez,batter
Jefry Marte,Oakland Athletics,2014,3B,AA,jefry,marte,batter
Luis Baez,Oakland Athletics,2014,SS,Lo A,luis,baez,batter
Dusty Coleman,Oakland Athletics,2014,SS,AA,dusty,coleman,batter
Darwin Perez,Oakland Athletics,2014,SS,AAA,darwin,perez,batter
Jeremy Barfield,Oakland Athletics,2014,OF,AA,jeremy,barfield,batter
Nick Buss,Oakland Athletics,2014,OF,AAA,nick,buss,batter
D’Arby Myers,Oakland Athletics,2014,OF,AA,d’arby,myers,batter
Kenny Wilson,Oakland Athletics,2014,OF,AA,kenny,wilson,batter
Chris Bootcheck,Philadelphia Phillies,2014,RHP,AA,chris,bootcheck,pitcher
Brad Lincoln,Philadelphia Phillies,2014,RHP,AAA,brad,lincoln,pitcher
B.J. Rosenberg,Philadelphia Phillies,2014,RHP,AAA,b.j.,rosenberg,pitcher
Matt Hoffman,Philadelphia Phillies,2014,LHP,AA,matt,hoffman,pitcher
Greg Smith,Philadelphia Phillies,2014,LHP,AAA,greg,smith,pitcher
Lars Davis,Philadelphia Phillies,2014,C,AAA,lars,davis,batter
Raywilly Gomez,Philadelphia Phillies,2014,C,AA,raywilly,gomez,batter
Koyie Hill,Philadelphia Phillies,2014,C,AAA,koyie,hill,batter
Sebastian Valle,Philadelphia Phillies,2014,C,AAA,sebastian,valle,batter
Jim Murphy,Philadelphia Phillies,2014,1B,AAA,jim,murphy,batter
Albert Cartwright,Philadelphia Phillies,2014,2B,AA,albert,cartwright,batter
Tyler Henson,Philadelphia Phillies,2014,2B,AAA,tyler,henson,batter
Nate Spears,Philadelphia Phillies,2014,2B,AAA,nate,spears,batter
Matt Tolbert,Philadelphia Phillies,2014,2B,AA,matt,tolbert,batter
Leandro Castro,Philadelphia Phillies,2014,OF,AAA,leandro,castro,batter
Zach Collier,Philadelphia Phillies,2014,OF,AA,zach,collier,batter
Brandon Short,Philadelphia Phillies,2014,OF,Hi A,brandon,short,batter
John Axford,Pittsburgh Pirates,2014,RHP,AAA,john,axford,pitcher
Jake Brigham,Pittsburgh Pirates,2014,RHP,AAA,jake,brigham,pitcher
Emmanuel De Leon,Pittsburgh Pirates,2014,RHP,AA,emmanuel,de leon,pitcher
Jeanmar Gomez,Pittsburgh Pirates,2014,RHP,AAA,jeanmar,gomez,pitcher
Kenn Kasparek,Pittsburgh Pirates,2014,RHP,AA,kenn,kasparek,pitcher
Josh Kinney,Pittsburgh Pirates,2014,RHP,AAA,josh,kinney,pitcher
Kyle McPherson,Pittsburgh Pirates,2014,RHP,AAA,kyle,mcpherson,pitcher
Quinton Miller,Pittsburgh Pirates,2014,RHP,AA,quinton,miller,pitcher
Wirfin Obispo,Pittsburgh Pirates,2014,RHP,AAA,wirfin,obispo,pitcher
Josh Wall,Pittsburgh Pirates,2014,RHP,AAA,josh,wall,pitcher
Rafael Perez,Pittsburgh Pirates,2014,LHP,AAA,rafael,perez,pitcher
Jhonathan Ramos,Pittsburgh Pirates,2014,LHP,AA,jhonathan,ramos,pitcher
Adam Wilk,Pittsburgh Pirates,2014,LHP,AAA,adam,wilk,pitcher
Nevin Ashley,Pittsburgh Pirates,2014,C,AAA,nevin,ashley,batter
Francisco Diaz,Pittsburgh Pirates,2014,C,Lo A,francisco,diaz,batter
Ralph Henriquez,Pittsburgh Pirates,2014,C,AA,ralph,henriquez,batter
Carlos Paulino,Pittsburgh Pirates,2014,C,AA,carlos,paulino,batter
Rudy Pena,Pittsburgh Pirates,2014,C,AAA,rudy,pena,batter
Miguel Perez,Pittsburgh Pirates,2014,C,Lo A,miguel,perez,batter
Omir Santos,Pittsburgh Pirates,2014,C,AAA,omir,santos,batter
Chase d’Arnaud,Pittsburgh Pirates,2014,2B,AAA,chase,d’arnaud,batter
Blake Davis,Pittsburgh Pirates,2014,2B,AAA,blake,davis,batter
Tommy Field,Pittsburgh Pirates,2014,2B,AAA,tommy,field,batter
Jarek Cunningham,Pittsburgh Pirates,2014,3B,AA,jarek,cunningham,batter
Robert Andino,Pittsburgh Pirates,2014,SS,AAA,robert,andino,batter
Dean Anna,Pittsburgh Pirates,2014,SS,AAA,dean,anna,batter
Greg Picart,Pittsburgh Pirates,2014,SS,Hi A,greg,picart,batter
Miles Durham,Pittsburgh Pirates,2014,OF,AA,miles,durham,batter
Austin McClune,Pittsburgh Pirates,2014,OF,Hi A,austin,mcclune,batter
Anthony Norman,Pittsburgh Pirates,2014,OF,AA,anthony,norman,batter
Andy Vasquez,Pittsburgh Pirates,2014,OF,AA,andy,vasquez,batter
David Aardsma,St. Louis Cardinals,2014,RHP,AAA,david,aardsma,pitcher
Jose Almarante,St. Louis Cardinals,2014,RHP,AAA,jose,almarante,pitcher
Jeremy Berg,St. Louis Cardinals,2014,RHP,AA,jeremy,berg,pitcher
Jesus Montero,St. Louis Cardinals,2014,C,Hi A,jesus,montero,batter
Audry Perez,St. Louis Cardinals,2014,C,AAA,audry,perez,batter
Curt Smith,St. Louis Cardinals,2014,1B,AA,curt,smith,batter
Jermaine Curtis,St. Louis Cardinals,2014,3B,AAA,jermaine,curtis,batter
Scott Moore,St. Louis Cardinals,2014,3B,AAA,scott,moore,batter
Luis Mateo,St. Louis Cardinals,2014,SS,AAA,luis,mateo,batter
Greg Miclat,St. Louis Cardinals,2014,SS,AAA,greg,miclat,batter
Ildemaro Vargas,St. Louis Cardinals,2014,SS,AA,ildemaro,vargas,batter
Josh Geer,San Diego Padres,2014,RHP,AA,josh,geer,pitcher
Luis Hernandez,San Diego Padres,2014,RHP,R,luis,hernandez,pitcher
Michael Nix,San Diego Padres,2014,RHP,AAA,michael,nix,pitcher
Jason Lane,San Diego Padres,2014,LHP,AAA,jason,lane,pitcher
Cody Overbeck,San Diego Padres,2014,1B,AA,cody,overbeck,batter
Benji Gonzalez,San Diego Padres,2014,2B,Hi A,benji,gonzalez,batter
Alex Castellanos,San Diego Padres,2014,3B,AAA,alex,castellanos,batter
Jonathan Galvez,San Diego Padres,2014,3B,AAA,jonathan,galvez,batter
Brian Bixler,San Diego Padres,2014,SS,AAA,brian,bixler,batter
Niko Gallego,San Diego Padres,2014,SS,Hi A,niko,gallego,batter
Tyler Greene,San Diego Padres,2014,SS,AAA,tyler,greene,batter
Jeudy Valdez,San Diego Padres,2014,SS,Hi A,jeudy,valdez,batter
Travis Buck,San Diego Padres,2014,OF,AAA,travis,buck,batter
Jason Berken,San Francisco Giants,2014,RHP,AAA,jason,berken,pitcher
Mitchell Boggs,San Francisco Giants,2014,RHP,AAA,mitchell,boggs,pitcher
Mike Broadway,San Francisco Giants,2014,RHP,AAA,mike,broadway,pitcher
Jorge Bucardo,San Francisco Giants,2014,RHP,Hi A,jorge,bucardo,pitcher
Andrew Carignan,San Francisco Giants,2014,RHP,AAA,andrew,carignan,pitcher
Jose Casilla,San Francisco Giants,2014,RHP,AA,jose,casilla,pitcher
Shane Loux,San Francisco Giants,2014,RHP,AAA,shane,loux,pitcher
Edwin Quirarte,San Francisco Giants,2014,RHP,AA,edwin,quirarte,pitcher
Adam Reifer,San Francisco Giants,2014,RHP,AAA,adam,reifer,pitcher
Sandy Rosario,San Francisco Giants,2014,RHP,AAA,sandy,rosario,pitcher
Jose De Paula,San Francisco Giants,2014,LHP,AAA,jose,de paula,pitcher
Tyler LaTorre,San Francisco Giants,2014,C,AA,tyler,latorre,batter
Jesus Navarro,San Francisco Giants,2014,C,Hi A,jesus,navarro,batter
Guillermo Quiroz,San Francisco Giants,2014,C,AAA,guillermo,quiroz,batter
Eliezer Zambrano,San Francisco Giants,2014,C,AA,eliezer,zambrano,batter
Mark Minicozzi,San Francisco Giants,2014,1B,AAA,mark,minicozzi,batter
Skyler Stromsmoe,San Francisco Giants,2014,2B,AA,skyler,stromsmoe,batter
Mario Lisson,San Francisco Giants,2014,3B,AA,mario,lisson,batter
Nick Noonan,San Francisco Giants,2014,SS,AAA,nick,noonan,batter
Tyler Graham,San Francisco Giants,2014,OF,AA,tyler,graham,batter
Javier Herrera,San Francisco Giants,2014,OF,AAA,javier,herrera,batter
Blake Beavan,Seattle Mariners,2014,RHP,AAA,blake,beavan,pitcher
Moises Hernandez,Seattle Mariners,2014,RHP,AA,moises,hernandez,pitcher
Luis Jimenez,Seattle Mariners,2014,RHP,DSL,luis,jimenez,pitcher
Logan Kensing,Seattle Mariners,2014,RHP,AAA,logan,kensing,pitcher
Ricardo Pereira,Seattle Mariners,2014,RHP,Lo A,ricardo,pereira,pitcher
Stephen Shackleford,Seattle Mariners,2014,RHP,AA,stephen,shackleford,pitcher
Joselito Cano,Seattle Mariners,2014,LHP,R,joselito,cano,pitcher
Nick Hill,Seattle Mariners,2014,LHP,AA,nick,hill,pitcher
Leury Bonilla,Seattle Mariners,2014,3B,AAA,leury,bonilla,batter
Nate Tenbrink,Seattle Mariners,2014,3B,AAA,nate,tenbrink,batter
Gabriel Noriega,Seattle Mariners,2014,SS,AAA,gabriel,noriega,batter
Xavier Avery,Seattle Mariners,2014,OF,AAA,xavier,avery,batter
Burt Reynolds,Seattle Mariners,2014,OF,Hi A,burt,reynolds,batter
Mike Colla,Tampa Bay Rays,2014,RHP,AA,mike,colla,pitcher
Santiago Garrido,Tampa Bay Rays,2014,RHP,AA,santiago,garrido,pitcher
Josh Lueke,Tampa Bay Rays,2014,RHP,AAA,josh,lueke,pitcher
Victor Mateo,Tampa Bay Rays,2014,RHP,AA,victor,mateo,pitcher
Doug Mathis,Tampa Bay Rays,2014,RHP,AAA,doug,mathis,pitcher
Eduar Quinonez,Tampa Bay Rays,2014,RHP,Lo A,eduar,quinonez,pitcher
Bryce Stowell,Tampa Bay Rays,2014,RHP,AAA,bryce,stowell,pitcher
Albert Suarez,Tampa Bay Rays,2014,RHP,AA,albert,suarez,pitcher
Braulio Lara,Tampa Bay Rays,2014,LHP,AA,braulio,lara,pitcher
