player_name,team,fa_class,position,minor_league_level
Michael O’Neill,Texas Rangers,2019,OF,AA
Ryan Rua,Texas Rangers,2019,OF,AAA
Josh Almonte,Toronto Blue Jays,2019,RHP,Hi A
Rhiner Cruz,Toronto Blue Jays,2019,RHP,AAA
Claudio Custodio,Toronto Blue Jays,2019,RHP,Hi A
Emilio Guerrero,Toronto Blue Jays,2019,RHP,Hi A
Taylor Guerrieri,Toronto Blue Jays,2019,RHP,AAA
Jake Petricka,Toronto Blue Jays,2019,RHP,AAA
Murphy Smith,Toronto Blue Jays,2019,RHP,AAA
Zach Stewart,Toronto Blue Jays,2019,RHP,AAA
Craig Breslow,Toronto Blue Jays,2019,LHP,AAA
Angel Perdomo,Toronto Blue Jays,2019,LHP,Hi A
Matt Tracy,Toronto Blue Jays,2019,LHP,AAA
Pat Cantwell,Toronto Blue Jays,2019,C,AA
Sergio Leon,Toronto Blue Jays,2019,C,DSL
Jose Mayorga,Toronto Blue Jays,2019,C,AAA
Alex Monsalve,Toronto Blue Jays,2019,C,AA
Brayan Rodriguez,Toronto Blue Jays,2019,C,Hi A
Andres Sotillo,Toronto Blue Jays,2019,C,Lo A
Juan Kelly,Toronto Blue Jays,2019,1B,AA
Jon Berti,Toronto Blue Jays,2019,2B,AAA
Tim Lopes,Toronto Blue Jays,2019,2B,AAA
Jason Leblebijian,Toronto Blue Jays,2019,3B,AAA
Anthony Rodriguez,Toronto Blue Jays,2019,3B,Lo A
Ivan Castillo,Toronto Blue Jays,2019,SS,Hi A
Pedro Ventura,Toronto Blue Jays,2019,SS,DSL
Jose Abel Hernandez,Toronto Blue Jays,2019,OF,AA
Eduard Pinto,Toronto Blue Jays,2019,OF,AA
Harold Ramirez,Toronto Blue Jays,2019,OF,AA
Brady Dragmire,Washington Nationals,2019,RHP,AAA
David Goforth,Washington Nationals,2019,RHP,AAA
Jaron Long,Washington Nationals,2019,RHP,AA
Roman Mendez,Washington Nationals,2019,RHP,AA
Christopher Smith,Washington Nationals,2019,RHP,AAA
Phillips Valdez,Washington Nationals,2019,RHP,AAA
Cesar Vargas,Washington Nationals,2019,RHP,AA
Logan Darnell,Washington Nationals,2019,LHP,AA
Bryan Harper,Washington Nationals,2019,LHP,AA
Tuffy Gosewisch,Washington Nationals,2019,C,AAA
Jake Lowery,Washington Nationals,2019,C,AA
Adderling Ruiz,Washington Nationals,2019,C,Hi A
Nick Basto,Washington Nationals,2019,1B,Hi A
Irving Falu,Washington Nationals,2019,2B,AAA
Khayyan Norfork,Washington Nationals,2019,2B,AA
Chris Dominguez,Washington Nationals,2019,3B,AAA
Dan Gamache,Washington Nationals,2019,3B,AA
Osvaldo Abreu,Washington Nationals,2019,SS,AA
Jason Martinson,Washington Nationals,2019,SS,AAA
Zach Collier,Washington Nationals,2019,OF,AA
Hunter Jones,Washington Nationals,2019,OF,AA
OF Adam Brett Walker,Washington Nationals,2019,OF,AA
