player_name,team,fa_class,position,minor_league_level,internal_id,first_name_lower,last_name_lower,normed_position
R.J. Alaniz,Houston Astros,2015,RHP,AA,1335,r.j.,alaniz,pitcher
Jio Mier,Houston Astros,2015,SS,AAA,798,jio,mier,batter
Brian Broderick,Kansas City Royals,2015,RHP,AAA,211,brian,broderick,pitcher
Paul Clemens,Kansas City Royals,2015,RHP,AA,1312,paul,clemens,pitcher
Roman Colon,Kansas City Royals,2015,RHP,AA,1416,roman,colon,pitcher
Clayton Mortensen,Kansas City Royals,2015,RHP,AAA,341,clayton,mortensen,pitcher
Benino Pruneda,Kansas City Royals,2015,RHP,AA,141,benino,pruneda,pitcher
Felix Santiago,Kansas City Royals,2015,RHP,DSL,566,felix,santiago,pitcher
J.C. Sulbaran,Kansas City Royals,2015,RHP,AAA,662,j.c.,sulbaran,pitcher
Robinson Yambati,Kansas City Royals,2015,RHP,Hi A,1410,robinson,yambati,pitcher
Buddy Baumann,Kansas City Royals,2015,LHP,AAA,247,buddy,baumann,pitcher
Chris Dwyer,Kansas City Royals,2015,LHP,AAA,318,chris,dwyer,pitcher
Troy Patton,Kansas City Royals,2015,LHP,AAA,1608,troy,patton,pitcher
J.C. Boscan,Kansas City Royals,2015,C,AAA,658,j.c.,boscan,batter
Ryan Eigsti,Kansas City Royals,2015,C,AA,1446,ryan,eigsti,batter
Casey Kotchman,Kansas City Royals,2015,1B,AAA,285,casey,kotchman,batter
Rafael Furcal,Kansas City Royals,2015,2B,AA,1343,rafael,furcal,batter
Alex Liddi,Kansas City Royals,2015,3B,AA,50,alex,liddi,batter
Ramon A. Castro,Kansas City Royals,2015,SS,AAA,1351,ramon,a. castro,batter
Angel Franco,Kansas City Royals,2015,SS,AAA,90,angel,franco,batter
Gabriel Noriega,Kansas City Royals,2015,SS,AAA,595,gabriel,noriega,batter
Mitch Maier,Kansas City Royals,2015,OF,AAA,1235,mitch,maier,batter
Geovanny Acosta,Los Angeles Angels,2015,RHP,DSL,601,geovanny,acosta,pitcher
Daniel Hurtado,Los Angeles Angels,2015,RHP,Lo A,398,daniel,hurtado,pitcher
Jeremy McBryde,Los Angeles Angels,2015,RHP,AAA,757,jeremy,mcbryde,pitcher
Cesar Melendez,Los Angeles Angels,2015,RHP,DSL,291,cesar,melendez,pitcher
Drew Rucinski,Los Angeles Angels,2015,RHP,AAA,477,drew,rucinski,pitcher
Alex Sanabia,Los Angeles Angels,2015,RHP,AAA,54,alex,sanabia,pitcher
Eduard Santos,Los Angeles Angels,2015,RHP,AA,516,eduard,santos,pitcher
Albert Suarez,Los Angeles Angels,2015,RHP,AA,32,albert,suarez,pitcher
Mike Antonini,Los Angeles Angels,2015,LHP,AA,1196,mike,antonini,pitcher
Jeff Malm,Los Angeles Angels,2015,LHP,R,737,jeff,malm,pitcher
Ryan Verdugo,Los Angeles Angels,2015,LHP,AAA,1463,ryan,verdugo,pitcher
Adam Wilk,Los Angeles Angels,2015,LHP,AAA,18,adam,wilk,pitcher
Jose Gil,Los Angeles Angels,2015,C,AAA,879,jose,gil,batter
Raywilly Gomez,Los Angeles Angels,2015,C,AA,1372,raywilly,gomez,batter
Zac Livingston,Los Angeles Angels,2015,C,AAA,1682,zac,livingston,batter
Luis Hernandez,Los Angeles Angels,2015,2B,AAA,1067,luis,hernandez,batter
Drew Maggi,Los Angeles Angels,2015,2B,AA,476,drew,maggi,batter
Blake Gailen,Los Angeles Angels,2015,OF,AA,152,blake,gailen,batter
Grant Green,Los Angeles Angels,2015,OF,AAA,612,grant,green,batter
Roger Kieschnick,Los Angeles Angels,2015,OF,AAA,1414,roger,kieschnick,batter
Jared Mitchell,Los Angeles Angels,2015,OF,AAA,700,jared,mitchell,batter
Daniel Corcino,Los Angeles Dodgers,2015,RHP,AA,397,daniel,corcino,pitcher
Chad Gaudin,Los Angeles Dodgers,2015,RHP,AAA,295,chad,gaudin,pitcher
Juan Gonzalez,Los Angeles Dodgers,2015,RHP,AAA,939,juan,gonzalez,pitcher
Garrett Gould,Los Angeles Dodgers,2015,RHP,AA,597,garrett,gould,pitcher
Jairo Heredia,Los Angeles Dodgers,2015,RHP,AA,677,jairo,heredia,pitcher
Juan Jaime,Los Angeles Dodgers,2015,RHP,AAA,943,juan,jaime,pitcher
Deck McGuire,Los Angeles Dodgers,2015,RHP,AAA,440,deck,mcguire,pitcher
Luis Meza,Los Angeles Dodgers,2015,RHP,Hi A,1075,luis,meza,pitcher
Steve Smith,Los Angeles Dodgers,2015,RHP,AA,1541,steve,smith,pitcher
Daniel Tillman,Los Angeles Dodgers,2015,RHP,AA,408,daniel,tillman,pitcher
Ramon Troncoso,Los Angeles Dodgers,2015,RHP,AAA,1359,ramon,troncoso,pitcher
Matt West,Los Angeles Dodgers,2015,RHP,AAA,1157,matt,west,pitcher
Ramon Benjamin,Los Angeles Dodgers,2015,LHP,AA,1353,ramon,benjamin,pitcher
Ryan Dennick,Los Angeles Dodgers,2015,LHP,AA,1443,ryan,dennick,pitcher
Jose Molina,Los Angeles Dodgers,2015,LHP,Hi A,892,jose,molina,pitcher
Dustin Richardson,Los Angeles Dodgers,2015,LHP,AAA,489,dustin,richardson,pitcher
Ralph Henriquez,Los Angeles Dodgers,2015,C,AAA,1349,ralph,henriquez,batter
Webster Rivas,Los Angeles Dodgers,2015,C,AA,1642,webster,rivas,batter
Ali Solis,Los Angeles Dodgers,2015,C,AAA,64,ali,solis,batter
Shawn Zarraga,Los Angeles Dodgers,2015,C,AAA,1524,shawn,zarraga,batter
Elliot Johnson,Los Angeles Dodgers,2015,2B,AAA,530,elliot,johnson,batter
Buck Britton,Los Angeles Dodgers,2015,3B,AAA,246,buck,britton,batter
Jarek Cunningham,Los Angeles Dodgers,2015,3B,AA,702,jarek,cunningham,batter
Daniel Mayora,Los Angeles Dodgers,2015,3B,AA,400,daniel,mayora,batter
Faustino Oguisten,Los Angeles Dodgers,2015,SS,R,561,faustino,oguisten,batter
Nate Samson,Los Angeles Dodgers,2015,SS,AAA,1249,nate,samson,batter
Brian Burgamy,Los Angeles Dodgers,2015,OF,AA,213,brian,burgamy,batter
Kyle Jensen,Los Angeles Dodgers,2015,OF,AAA,1018,kyle,jensen,batter
Travis Witherspoon,Los Angeles Dodgers,2015,OF,Hi A,1600,travis,witherspoon,batter
Hunter Adkins,Miami Marlins,2015,RHP,Hi A,648,hunter,adkins,pitcher
Lay Batista,Miami Marlins,2015,RHP,AA,1035,lay,batista,pitcher
Ryan Chaffee,Miami Marlins,2015,RHP,AAA,1442,ryan,chaffee,pitcher
Jorge De Leon,Miami Marlins,2015,RHP,AAA,862,jorge,de leon,pitcher
Ryan Hafner,Miami Marlins,2015,RHP,Lo A,1448,ryan,hafner,pitcher
Josh Hodges,Miami Marlins,2015,RHP,AA,911,josh,hodges,pitcher
Brandon Koch,Miami Marlins,2015,RHP,R,183,brandon,koch,pitcher
Eduar Quinonez,Miami Marlins,2015,RHP,Lo A,515,eduar,quinonez,pitcher
Ryan Reid,Miami Marlins,2015,RHP,AAA,1454,ryan,reid,pitcher
Travis Blackley,Miami Marlins,2015,LHP,AAA,1593,travis,blackley,pitcher
Tyler Robertson,Miami Marlins,2015,LHP,AAA,1623,tyler,robertson,pitcher
Pat Urckfitz,Miami Marlins,2015,LHP,AAA,1306,pat,urckfitz,pitcher
Fabian Williamson,Miami Marlins,2015,LHP,AA,558,fabian,williamson,pitcher
Brandon Bantz,Miami Marlins,2015,C,AAA,177,brandon,bantz,batter
Joel Jimenez,Miami Marlins,2015,C,Hi A,812,joel,jimenez,batter
Chadd Krist,Miami Marlins,2015,C,AA,300,chadd,krist,batter
Kila Ka’aihue,Miami Marlins,2015,1B,AAA,1005,kila,ka’aihue,batter
Felix Munoz,Miami Marlins,2015,1B,Hi A,565,felix,munoz,batter
David Adams,Miami Marlins,2015,2B,AA,426,david,adams,batter
Terrence Dayleg,Miami Marlins,2015,SS,AA,1553,terrence,dayleg,batter
Juan Diaz,Miami Marlins,2015,SS,AAA,937,juan,diaz,batter
Eudy Pina,Miami Marlins,2015,OF,AA,550,eudy,pina,batter
Vinny Rottino,Miami Marlins,2015,OF,AAA,1635,vinny,rottino,batter
Kenny Wilson,Miami Marlins,2015,OF,AA,991,kenny,wilson,batter
Manny Barreda,Milwaukee Brewers,2015,RHP,AA,1088,manny,barreda,pitcher
Tim Dillard,Milwaukee Brewers,2015,RHP,AAA,1567,tim,dillard,pitcher
Preston Guilmet,Milwaukee Brewers,2015,RHP,AAA,1331,preston,guilmet,pitcher
Johnny Hellweg,Milwaukee Brewers,2015,RHP,AAA,832,johnny,hellweg,pitcher
Jim Henderson,Milwaukee Brewers,2015,RHP,AAA,790,jim,henderson,pitcher
Josh Roenicke,Milwaukee Brewers,2015,RHP,AAA,924,josh,roenicke,pitcher
Rob Wooten,Milwaukee Brewers,2015,RHP,AAA,1400,rob,wooten,pitcher
Jeremy Horst,Milwaukee Brewers,2015,LHP,AAA,754,jeremy,horst,pitcher
Jarret Martin,Milwaukee Brewers,2015,LHP,Lo A,703,jarret,martin,pitcher
Juan Centeno,Milwaukee Brewers,2015,C,AAA,932,juan,centeno,batter
Robinzon Diaz,Milwaukee Brewers,2015,C,AAA,1412,robinzon,diaz,batter
Sandy Martinez,Milwaukee Brewers,2015,C,DSL,1469,sandy,martinez,batter
Matt Clark,Milwaukee Brewers,2015,1B,AAA,1132,matt,clark,batter
Pete Orr,Milwaukee Brewers,2015,2B,AAA,1327,pete,orr,batter
Hainley Statia,Milwaukee Brewers,2015,2B,AAA,633,hainley,statia,batter
Taylor Green,Milwaukee Brewers,2015,3B,Hi A,1549,taylor,green,batter
Hernan Perez,Milwaukee Brewers,2015,SS,AAA,645,hernan,perez,batter
Josh Fellhauer,Milwaukee Brewers,2015,OF,AA,907,josh,fellhauer,batter
Matt Long,Milwaukee Brewers,2015,OF,AAA,1143,matt,long,batter
Logan Schafer,Milwaukee Brewers,2015,OF,AAA,1052,logan,schafer,batter
Michael Bowden,Minnesota Twins,2015,RHP,AAA,1174,michael,bowden,pitcher
Mark Hamburger,Minnesota Twins,2015,RHP,AAA,1111,mark,hamburger,pitcher
B.J. Hermsen,Minnesota Twins,2015,RHP,AA,132,b.j.,hermsen,pitcher
D.J. Johnson,Minnesota Twins,2015,RHP,AA,378,d.j.,johnson,pitcher
Lester Oliveros,Minnesota Twins,2015,RHP,AAA,1043,lester,oliveros,pitcher
Adrian Salcedo,Minnesota Twins,2015,RHP,AA,22,adrian,salcedo,pitcher
Allan de San Miguel,Minnesota Twins,2015,C,AAA,67,allan,de san miguel,batter
James Beresford,Minnesota Twins,2015,2B,AAA,689,james,beresford,batter
Jose Martinez,Minnesota Twins,2015,2B,AAA,889,jose,martinez,batter
Argenis Diaz,Minnesota Twins,2015,SS,AAA,117,argenis,diaz,batter
Xavier Avery,Minnesota Twins,2015,OF,AAA,1668,xavier,avery,batter
Eric Farris,Minnesota Twins,2015,OF,AAA,542,eric,farris,batter
Danny Ortiz,Minnesota Twins,2015,OF,AAA,413,danny,ortiz,batter
Wilkin Ramirez,Minnesota Twins,2015,OF,AAA,1651,wilkin,ramirez,batter
Shannon Wilkerson,Minnesota Twins,2015,OF,AA,1510,shannon,wilkerson,batter
Martires Arias,New York Mets,2015,RHP,Lo A,1123,martires,arias,pitcher
Vic Black,New York Mets,2015,RHP,AAA,1629,vic,black,pitcher
John Church,New York Mets,2015,RHP,AAA,824,john,church,pitcher
Jake Kuebler,New York Mets,2015,RHP,Hi A,686,jake,kuebler,pitcher
Cody Satterwhite,New York Mets,2015,RHP,AAA,348,cody,satterwhite,pitcher
Jon Velasquez,New York Mets,2015,RHP,AA,838,jon,velasquez,pitcher
Edioglis Villasmil,New York Mets,2015,RHP,SS,512,edioglis,villasmil,pitcher
Darin Gorski,New York Mets,2015,LHP,AAA,415,darin,gorski,pitcher
Scott Rice,New York Mets,2015,LHP,AAA,1487,scott,rice,pitcher
Alex Torres,New York Mets,2015,LHP,AAA,55,alex,torres,pitcher
Albert Cordero,New York Mets,2015,C,AA,29,albert,cordero,batter
Anthony Recker,New York Mets,2015,C,AAA,105,anthony,recker,batter
Dan Rohlfing,New York Mets,2015,C,AAA,390,dan,rohlfing,batter
Brandon Allen,New York Mets,2015,1B,AAA,176,brandon,allen,batter
Vince Belnome,New York Mets,2015,1B,AA,1634,vince,belnome,batter
Zach Lutz,New York Mets,2015,1B,AAA,1689,zach,lutz,batter
Brock Peterson,New York Mets,2015,1B,AA,231,brock,peterson,batter
Brooks Conrad,New York Mets,2015,2B,AAA,234,brooks,conrad,batter
Jonathan Galvez,New York Mets,2015,3B,AA,843,jonathan,galvez,batter
Josh Rodriguez,New York Mets,2015,3B,AA,922,josh,rodriguez,batter
Wilfredo Tovar,New York Mets,2015,SS,AAA,1648,wilfredo,tovar,batter
Joe Benson,New York Mets,2015,OF,AA,803,joe,benson,batter
Gilbert Gomez,New York Mets,2015,OF,AA,607,gilbert,gomez,batter
Andury Acevedo,New York Yankees,2015,RHP,AAA,81,andury,acevedo,pitcher
Scottie Allen,New York Yankees,2015,RHP,AA,1492,scottie,allen,pitcher
Joel de la Cruz,New York Yankees,2015,RHP,AAA,814,joel,de la cruz,pitcher
Diego Moreno,New York Yankees,2015,RHP,AAA,460,diego,moreno,pitcher
Wilking Rodriguez,New York Yankees,2015,RHP,AAA,1652,wilking,rodriguez,pitcher
Cesar Vargas,New York Yankees,2015,RHP,AAA,292,cesar,vargas,pitcher
Jose De Paula,New York Yankees,2015,LHP,AAA,874,jose,de paula,pitcher
Aaron Dott,New York Yankees,2015,LHP,AA,4,aaron,dott,pitcher
Francisco Arcia,New York Yankees,2015,C,AA,573,francisco,arcia,batter
Juan Graterol,New York Yankees,2015,C,AAA,941,juan,graterol,batter
Kyle Higashioka,New York Yankees,2015,C,AAA,1016,kyle,higashioka,batter
Cole Figueroa,New York Yankees,2015,3B,AAA,351,cole,figueroa,batter
Ali Castillo,New York Yankees,2015,SS,AAA,61,ali,castillo,batter
Jose Rosario,New York Yankees,2015,SS,AA,898,jose,rosario,batter
Ericson Leonora,New York Yankees,2015,OF,Hi A,544,ericson,leonora,batter
Rico Noel,New York Yankees,2015,OF,AAA,1394,rico,noel,batter
Tim Atherton,Oakland Athletics,2015,RHP,AA,1563,tim,atherton,pitcher
Parker Frazier,Oakland Athletics,2015,RHP,AA,1301,parker,frazier,pitcher
Dawrin Frias,Oakland Athletics,2015,RHP,SS,436,dawrin,frias,pitcher
Brock Huntzinger,Oakland Athletics,2015,RHP,AAA,227,brock,huntzinger,pitcher
Jonathan Joseph,Oakland Athletics,2015,RHP,AA,846,jonathan,joseph,pitcher
Nathan Long,Oakland Athletics,2015,RHP,AAA,1254,nathan,long,pitcher
Kevin Whelan,Oakland Athletics,2015,RHP,AAA,1004,kevin,whelan,pitcher
Omar Duran,Oakland Athletics,2015,LHP,SS,1286,omar,duran,pitcher
Jim Fuller,Oakland Athletics,2015,LHP,AAA,789,jim,fuller,pitcher
Carson Blair,Oakland Athletics,2015,C,AAA,283,carson,blair,batter
Anthony Aliotti,Oakland Athletics,2015,1B,AA,95,anthony,aliotti,batter
Conner Crumbliss,Oakland Athletics,2015,2B,AA,358,conner,crumbliss,batter
Ryan Roberts,Oakland Athletics,2015,2B,AAA,1455,ryan,roberts,batter
Alden Carrithers,Oakland Athletics,2015,3B,AAA,39,alden,carrithers,batter
Brent Morel,Oakland Athletics,2015,3B,AAA,198,brent,morel,batter
Gabriel Santana,Oakland Athletics,2015,SS,Lo A,596,gabriel,santana,batter
Jason Berken,Philadelphia Phillies,2015,RHP,AAA,709,jason,berken,pitcher
Steven Inch,Philadelphia Phillies,2015,RHP,Hi A,1544,steven,inch,pitcher
Colin Kleven,Philadelphia Phillies,2015,RHP,AA,355,colin,kleven,pitcher
Ethan Martin,Philadelphia Phillies,2015,RHP,AA,549,ethan,martin,pitcher
Jonathan Pettibone,Philadelphia Phillies,2015,RHP,AAA,850,jonathan,pettibone,pitcher
Stephen Shackleford,Philadelphia Phillies,2015,RHP,AA,1535,stephen,shackleford,pitcher
Anthony Vasquez,Philadelphia Phillies,2015,LHP,AAA,110,anthony,vasquez,pitcher
Willians Astudillo,Philadelphia Phillies,2015,C,Hi A,1660,willians,astudillo,batter
Rene Garcia,Philadelphia Phillies,2015,C,AA,1376,rene,garcia,batter
Koyie Hill,Philadelphia Phillies,2015,C,AA,1007,koyie,hill,batter
Brodie Greene,Philadelphia Phillies,2015,2B,AA,232,brodie,greene,batter
Tyler Henson,Philadelphia Phillies,2015,2B,AAA,1615,tyler,henson,batter
Tyler Pastornicky,Philadelphia Phillies,2015,2B,AAA,1621,tyler,pastornicky,batter
Cord Phelps,Philadelphia Phillies,2015,2B,AAA,360,cord,phelps,batter
Edgar Duran,Philadelphia Phillies,2015,SS,AAA,504,edgar,duran,batter
Russ Canzler,Philadelphia Phillies,2015,OF,AAA,1435,russ,canzler,batter
Jordan Danks,Philadelphia Phillies,2015,OF,AAA,855,jordan,danks,batter
Kelly Dugan,Philadelphia Phillies,2015,OF,AAA,984,kelly,dugan,batter
Destin Hood,Philadelphia Phillies,2015,OF,AA,457,destin,hood,batter
Felipe Gonzalez,Pittsburgh Pirates,2015,RHP,AA,563,felipe,gonzalez,pitcher
Frank Herrmann,Pittsburgh Pirates,2015,RHP,AAA,586,frank,herrmann,pitcher
Jeff Inman,Pittsburgh Pirates,2015,RHP,AAA,735,jeff,inman,pitcher
Brad Lincoln,Pittsburgh Pirates,2015,RHP,AAA,169,brad,lincoln,pitcher
Adam Miller,Pittsburgh Pirates,2015,RHP,AAA,12,adam,miller,pitcher
A.J. Morris,Pittsburgh Pirates,2015,RHP,AAA,1,a.j.,morris,pitcher
Clario Perez,Pittsburgh Pirates,2015,RHP,AA,337,clario,perez,pitcher
Robert Stock,Pittsburgh Pirates,2015,RHP,R,1406,robert,stock,pitcher
Blake Wood,Pittsburgh Pirates,2015,RHP,AAA,158,blake,wood,pitcher
Jeremy Bleich,Pittsburgh Pirates,2015,LHP,AAA,749,jeremy,bleich,pitcher
Zack Dodson,Pittsburgh Pirates,2015,LHP,AAA,1695,zack,dodson,pitcher
Matt Ford,Pittsburgh Pirates,2015,LHP,AA,1135,matt,ford,pitcher
Charlie Leesman,Pittsburgh Pirates,2015,LHP,AAA,306,charlie,leesman,pitcher
Wilkin Castillo,Pittsburgh Pirates,2015,C,AAA,1649,wilkin,castillo,batter
Francisco Diaz,Pittsburgh Pirates,2015,C,Lo A,576,francisco,diaz,batter
Sebastian Valle,Pittsburgh Pirates,2015,C,AA,1503,sebastian,valle,batter
Andy Vasquez,Pittsburgh Pirates,2015,3B,AA,86,andy,vasquez,batter
Gustavo Nunez,Pittsburgh Pirates,2015,SS,AAA,631,gustavo,nunez,batter
John Bowker,Pittsburgh Pirates,2015,OF,AAA,823,john,bowker,batter
Junior Sosa,Pittsburgh Pirates,2015,OF,Hi A,961,junior,sosa,batter
Keith Butler,St. Louis Cardinals,2015,RHP,Hi A,982,keith,butler,pitcher
Marcus Hatley,St. Louis Cardinals,2015,RHP,AAA,1100,marcus,hatley,pitcher
Nick Greenwood,St. Louis Cardinals,2015,LHP,AAA,1270,nick,greenwood,pitcher
Ed Easley,St. Louis Cardinals,2015,C,AAA,495,ed,easley,batter
Jose Gonzalez,St. Louis Cardinals,2015,C,Hi A,882,jose,gonzalez,batter
Travis Tartamella,St. Louis Cardinals,2015,C,AAA,1598,travis,tartamella,batter
Xavier Scruggs,St. Louis Cardinals,2015,1B,AAA,1670,xavier,scruggs,batter
Pete Kozma,St. Louis Cardinals,2015,SS,AAA,1325,pete,kozma,batter
Jeremy Hazelbaker,St. Louis Cardinals,2015,OF,AAA,750,jeremy,hazelbaker,batter
Rafael Ortega,St. Louis Cardinals,2015,OF,AAA,1344,rafael,ortega,batter
Juan Arias,San Diego Padres,2015,RHP,DSL,930,juan,arias,pitcher
Jordan Hershiser,San Diego Padres,2015,RHP,Hi A,856,jordan,hershiser,pitcher
Daniel McCutchen,San Diego Padres,2015,RHP,AAA,403,daniel,mccutchen,pitcher
James Needy,San Diego Padres,2015,RHP,AA,693,james,needy,pitcher
Aaron Northcraft,San Diego Padres,2015,RHP,AAA,7,aaron,northcraft,pitcher
Adys Portillo,San Diego Padres,2015,RHP,Hi A,26,adys,portillo,pitcher
Chris Smith,San Diego Padres,2015,RHP,AAA,329,chris,smith,pitcher
Jerry Sullivan,San Diego Padres,2015,RHP,AAA,763,jerry,sullivan,pitcher
Cecil Tanner,San Diego Padres,2015,RHP,R,288,cecil,tanner,pitcher
Eury de la Rosa,San Diego Padres,2015,LHP,AA,552,eury,de la rosa,pitcher
Jason Lane,San Diego Padres,2015,LHP,AAA,718,jason,lane,pitcher
Caleb Thielbar,San Diego Padres,2015,LHP,AAA,258,caleb,thielbar,pitcher
Miguel Del Castillo,San Diego Padres,2015,C,Hi A,1188,miguel,del castillo,batter
Griff Erickson,San Diego Padres,2015,C,AA,625,griff,erickson,batter
Tim Federowicz,San Diego Padres,2015,C,AAA,1568,tim,federowicz,batter
Adolfo Reina,San Diego Padres,2015,C,AA,20,adolfo,reina,batter
Cody Decker,San Diego Padres,2015,1B,AAA,345,cody,decker,batter
Benji Gonzalez,San Diego Padres,2015,2B,AAA,144,benji,gonzalez,batter
Hector Gomez,San Diego Padres,2015,SS,AAA,636,hector,gomez,batter
Mike McCoy,San Diego Padres,2015,SS,AAA,1220,mike,mccoy,batter
Ramiro Pena,San Diego Padres,2015,SS,AAA,1350,ramiro,pena,batter
Luis Domoromo,San Diego Padres,2015,OF,AA,1063,luis,domoromo,batter
Tyson Gillies,San Diego Padres,2015,OF,AA,1626,tyson,gillies,batter
Jake Goebbert,San Diego Padres,2015,OF,AAA,685,jake,goebbert,batter
Donavan Tate,San Diego Padres,2015,OF,Hi A,463,donavan,tate,batter
Alfredo Aceves,San Francisco Giants,2015,RHP,AAA,58,alfredo,aceves,pitcher
Tommy Hanson,San Francisco Giants,2015,RHP,AAA,1582,tommy,hanson,pitcher
Raymundo Montero,San Francisco Giants,2015,RHP,Lo A,1369,raymundo,montero,pitcher
Armando Paniagua,San Francisco Giants,2015,RHP,SS,119,armando,paniagua,pitcher
Curtis Partch,San Francisco Giants,2015,RHP,AAA,375,curtis,partch,pitcher
Edwin Quirarte,San Francisco Giants,2015,RHP,AAA,524,edwin,quirarte,pitcher
Kelvin Marte,San Francisco Giants,2015,LHP,AA,985,kelvin,marte,pitcher
Clay Rapada,San Francisco Giants,2015,LHP,AAA,338,clay,rapada,pitcher
Ricky Romero,San Francisco Giants,2015,LHP,AAA,1393,ricky,romero,pitcher
Nik Turley,San Francisco Giants,2015,LHP,AAA,1276,nik,turley,pitcher
Gabriel Cornier,San Francisco Giants,2015,C,Hi A,593,gabriel,cornier,batter
Jackson Williams,San Francisco Giants,2015,C,AAA,669,jackson,williams,batter
Brandon Hicks,San Francisco Giants,2015,2B,AAA,181,brandon,hicks,batter
Skyler Stromsmoe,San Francisco Giants,2015,2B,AA,1528,skyler,stromsmoe,batter
Juan Ciriaco,San Francisco Giants,2015,SS,AA,933,juan,ciriaco,batter
Carlos Triunfel,San Francisco Giants,2015,SS,AAA,279,carlos,triunfel,batter
Ydwin Villegas,San Francisco Giants,2015,SS,AA,1673,ydwin,villegas,batter
Engel Beltre,San Francisco Giants,2015,OF,AA,537,engel,beltre,batter
Darren Ford,San Francisco Giants,2015,OF,AAA,419,darren,ford,batter
Jesus Galindo,San Francisco Giants,2015,OF,AA,771,jesus,galindo,batter
Jeff Kobernus,San Francisco Giants,2015,OF,AAA,736,jeff,kobernus,batter
Ryan Lollis,San Francisco Giants,2015,OF,AAA,1450,ryan,lollis,batter
Oliver Garcia,Seattle Mariners,2015,RHP,AA,1284,oliver,garcia,pitcher
Moises Hernandez,Seattle Mariners,2015,RHP,AA,1240,moises,hernandez,pitcher
Luis Jimenez,Seattle Mariners,2015,RHP,DSL,1070,luis,jimenez,pitcher
J.C. Ramirez,Seattle Mariners,2015,RHP,AAA,660,j.c.,ramirez,pitcher
Kyle Schepel,Seattle Mariners,2015,RHP,AAA,1022,kyle,schepel,pitcher
Richard Vargas,Seattle Mariners,2015,RHP,AA,1392,richard,vargas,pitcher
Chien-Ming Wang,Seattle Mariners,2015,RHP,AAA,311,chien-ming,wang,pitcher
Joselito Cano,Seattle Mariners,2015,LHP,SS,906,joselito,cano,pitcher
Anthony Fernandez,Seattle Mariners,2015,LHP,AA,97,anthony,fernandez,pitcher
Jimmy Gillheeney,Seattle Mariners,2015,LHP,AA,795,jimmy,gillheeney,pitcher
Lucas Luetge,Seattle Mariners,2015,LHP,AAA,1055,lucas,luetge,pitcher
Carlton Tanabe,Seattle Mariners,2015,C,Hi A,280,carlton,tanabe,batter
Ji-Man Choi,Seattle Mariners,2015,1B,AAA,787,ji-man,choi,batter
Patrick Leyland,Seattle Mariners,2015,1B,Lo A,1308,patrick,leyland,batter
Aderlin Rodriguez,Seattle Mariners,2015,1B,AA,19,aderlin,rodriguez,batter
Leury Bonilla,Seattle Mariners,2015,3B,AAA,1048,leury,bonilla,batter
Jordy Lara,Seattle Mariners,2015,3B,AA,860,jordy,lara,batter
Arby Fields,Seattle Mariners,2015,OF,Lo A,112,arby,fields,batter
Burt Reynolds,Seattle Mariners,2015,OF,Lo A,252,burt,reynolds,batter
Jose Dominguez,Tampa Bay Rays,2015,RHP,AAA,875,jose,dominguez,pitcher
Ely Echarry,Tampa Bay Rays,2015,RHP,SS,532,ely,echarry,pitcher
Bradin Hagens,Tampa Bay Rays,2015,RHP,AAA,173,bradin,hagens,pitcher
Matt Lollis,Tampa Bay Rays,2015,RHP,AA,1142,matt,lollis,pitcher
Jhan Marinez,Tampa Bay Rays,2015,RHP,AAA,782,jhan,marinez,pitcher
Jim Miller,Tampa Bay Rays,2015,RHP,AAA,791,jim,miller,pitcher
Jeff Beliveau,Tampa Bay Rays,2015,LHP,AAA,731,jeff,beliveau,pitcher
Scott Diamond,Tampa Bay Rays,2015,LHP,AAA,1482,scott,diamond,pitcher
Robert Zarate,Tampa Bay Rays,2015,LHP,AAA,1407,robert,zarate,pitcher
Mayobanex Acosta,Tampa Bay Rays,2015,C,AAA,1165,mayobanex,acosta,batter
Wilmer Dominguez,Tampa Bay Rays,2015,C,AAA,1662,wilmer,dominguez,batter
Jake Elmore,Tampa Bay Rays,2015,2B,AAA,683,jake,elmore,batter
Hector Guevara,Tampa Bay Rays,2015,2B,Hi A,637,hector,guevara,batter
Hak-Ju Lee,Tampa Bay Rays,2015,SS,AAA,634,hak-ju,lee,batter
Leonardo Reginatto,Tampa Bay Rays,2015,SS,AA,1040,leonardo,reginatto,batter
Corey Brown,Tampa Bay Rays,2015,OF,AAA,361,corey,brown,batter
Jose Constanza,Tampa Bay Rays,2015,OF,AAA,872,jose,constanza,batter
Robert Coello,Texas Rangers,2015,RHP,AAA,1405,robert,coello,pitcher
Jefri Hernandez,Texas Rangers,2015,RHP,AA,742,jefri,hernandez,pitcher
Phil Irwin,Texas Rangers,2015,RHP,AAA,1330,phil,irwin,pitcher
Jason Knapp,Texas Rangers,2015,RHP,AA,716,jason,knapp,pitcher
David Martinez,Texas Rangers,2015,RHP,AAA,434,david,martinez,pitcher
Jose Monegro,Texas Rangers,2015,RHP,Hi A,893,jose,monegro,pitcher
Eddy Morrobel,Texas Rangers,2015,RHP,DSL,501,eddy,morrobel,pitcher
Stolmy Pimentel,Texas Rangers,2015,RHP,AAA,1545,stolmy,pimentel,pitcher
Chad Smith,Texas Rangers,2015,RHP,AAA,299,chad,smith,pitcher
Dakota Watts,Texas Rangers,2015,RHP,Hi A,381,dakota,watts,pitcher
Ross Wolf,Texas Rangers,2015,RHP,AAA,1425,ross,wolf,pitcher
