player_name,team,fa_class,position,minor_league_level,internal_id,first_name_lower,last_name_lower,normed_position
Matt Zaleski,Chicago White Sox,2014,RHP,AAA,1159,matt,zaleski,pitcher
Frank de los Santos,Chicago White Sox,2014,LHP,AAA,587,frank,de los santos,pitcher
Nelvin Fuentes,Chicago White Sox,2014,LHP,AA,1260,nelvin,fuentes,pitcher
Mauricio Robles,Chicago White Sox,2014,LHP,AAA,1161,mauricio,robles,pitcher
Juan Rodriguez,Chicago White Sox,2014,LHP,DSL,946,juan,rodriguez,pitcher
Donnie Veal,Chicago White Sox,2014,LHP,AAA,465,donnie,veal,pitcher
Miguel Gonzalez,Chicago White Sox,2014,C,AAA,1190,miguel,gonzalez,batter
Christian Marrero,Chicago White Sox,2014,OF,AA,335,christian,marrero,batter
Matt Tuiasosopo,Chicago White Sox,2014,OF,AAA,1154,matt,tuiasosopo,batter
Fabio Castillo,Cincinnati Reds,2014,RHP,AAA,560,fabio,castillo,pitcher
Shane Dyer,Cincinnati Reds,2014,RHP,AA,1508,shane,dyer,pitcher
Justin Freeman,Cincinnati Reds,2014,RHP,AAA,963,justin,freeman,pitcher
Edgar Gonzalez,Cincinnati Reds,2014,RHP,AAA,507,edgar,gonzalez,pitcher
Brett Marshall,Cincinnati Reds,2014,RHP,AAA,202,brett,marshall,pitcher
Mikey O’Brien,Cincinnati Reds,2014,RHP,AA,1225,mikey,o’brien,pitcher
Radhames Quezada,Cincinnati Reds,2014,RHP,AA,1339,radhames,quezada,pitcher
Scott Diamond,Cincinnati Reds,2014,LHP,AAA,1481,scott,diamond,pitcher
Fabian Williamson,Cincinnati Reds,2014,LHP,AA,557,fabian,williamson,pitcher
Lou Marson,Cincinnati Reds,2014,C,AA,1053,lou,marson,batter
Corky Miller,Cincinnati Reds,2014,C,AAA,365,corky,miller,batter
Rossmel Perez,Cincinnati Reds,2014,C,AAA,1427,rossmel,perez,batter
Mike Costanzo,Cincinnati Reds,2014,1B,AAA,1205,mike,costanzo,batter
Travis Mattair,Cincinnati Reds,2014,1B,AA,1597,travis,mattair,batter
Ray Chang,Cincinnati Reds,2014,2B,AA,1365,ray,chang,batter
Jake Elmore,Cincinnati Reds,2014,2B,AAA,682,jake,elmore,batter
Ruben Gotay,Cincinnati Reds,2014,2B,AAA,1430,ruben,gotay,batter
Hernan Iribarren,Cincinnati Reds,2014,2B,AAA,643,hernan,iribarren,batter
Juan Silverio,Cincinnati Reds,2014,3B,AA,950,juan,silverio,batter
Marquez Smith,Cincinnati Reds,2014,3B,Hi A,1120,marquez,smith,batter
Neftali Soto,Cincinnati Reds,2014,3B,AAA,1257,neftali,soto,batter
Rey Navarro,Cincinnati Reds,2014,SS,AAA,1379,rey,navarro,batter
Thomas Neal,Cincinnati Reds,2014,OF,AAA,1559,thomas,neal,batter
Gabriel Arias,Cleveland Indians,2014,RHP,AA,591,gabriel,arias,pitcher
Matt Capps,Cleveland Indians,2014,RHP,AAA,1130,matt,capps,pitcher
Kyle Davies,Cleveland Indians,2014,RHP,AAA,1014,kyle,davies,pitcher
Shaun Marcum,Cleveland Indians,2014,RHP,AAA,1514,shaun,marcum,pitcher
Adam Miller,Cleveland Indians,2014,RHP,AAA,11,adam,miller,pitcher
J.C. Ramirez,Cleveland Indians,2014,RHP,AAA,659,j.c.,ramirez,pitcher
Elvis Araujo,Cleveland Indians,2014,LHP,AA,531,elvis,araujo,pitcher
Dusty Brown,Cleveland Indians,2014,C,AAA,490,dusty,brown,batter
Luke Carlin,Cleveland Indians,2014,C,AAA,1083,luke,carlin,batter
Matt Colantonio,Cleveland Indians,2014,C,AAA,1134,matt,colantonio,batter
Chris Gimenez,Cleveland Indians,2014,C,AAA,319,chris,gimenez,batter
Adam Abraham,Cleveland Indians,2014,1B,AA,8,adam,abraham,batter
Russell Branyan,Cleveland Indians,2014,1B,AAA,1436,russell,branyan,batter
David Cooper,Cleveland Indians,2014,1B,AAA,429,david,cooper,batter
Bryan LaHair,Cleveland Indians,2014,1B,AA,241,bryan,lahair,batter
Ryan Rohlinger,Cleveland Indians,2014,2B,AAA,1456,ryan,rohlinger,batter
Audy Ciriaco,Cleveland Indians,2014,SS,AAA,126,audy,ciriaco,batter
Jaime Pedroza,Cleveland Indians,2014,SS,AA,674,jaime,pedroza,batter
Matt Carson,Cleveland Indians,2014,OF,AAA,1131,matt,carson,batter
Tim Fedroff,Cleveland Indians,2014,OF,AAA,1569,tim,fedroff,batter
Rafael Betancourt,Colorado Rockies,2014,RHP,AAA,1340,rafael,betancourt,pitcher
Greg Burke,Colorado Rockies,2014,RHP,AAA,614,greg,burke,pitcher
Leuris Gomez,Colorado Rockies,2014,RHP,AAA,1044,leuris,gomez,pitcher
Jefri Hernandez,Colorado Rockies,2014,RHP,Lo A,741,jefri,hernandez,pitcher
Dan Houston,Colorado Rockies,2014,RHP,AAA,388,dan,houston,pitcher
Mike McClendon,Colorado Rockies,2014,RHP,AAA,1217,mike,mcclendon,pitcher
Josh Roenicke,Colorado Rockies,2014,RHP,AAA,923,josh,roenicke,pitcher
R.J. Seidel,Colorado Rockies,2014,RHP,AAA,1337,r.j.,seidel,pitcher
Brett Tomko,Colorado Rockies,2014,RHP,AAA,203,brett,tomko,pitcher
Brian Burres,Colorado Rockies,2014,LHP,AAA,214,brian,burres,pitcher
James Houser,Colorado Rockies,2014,LHP,AAA,691,james,houser,pitcher
Jose Gonzalez,Colorado Rockies,2014,C,AAA,881,jose,gonzalez,batter
Michael Ramirez,Colorado Rockies,2014,C,Hi A,1183,michael,ramirez,batter
Drew Garcia,Colorado Rockies,2014,2B,AAA,474,drew,garcia,batter
Angelys Nina,Colorado Rockies,2014,2B,AAA,93,angelys,nina,batter
Delta Cleary,Colorado Rockies,2014,OF,AA,442,delta,cleary,batter
Francisco Sosa,Colorado Rockies,2014,OF,Hi A,584,francisco,sosa,batter
Bryan Augenstein,Detroit Tigers,2014,RHP,AA,238,bryan,augenstein,pitcher
Kevin Eichhorn,Detroit Tigers,2014,RHP,Hi A,995,kevin,eichhorn,pitcher
Derek Hankins,Detroit Tigers,2014,RHP,AAA,448,derek,hankins,pitcher
Shawn Hill,Detroit Tigers,2014,RHP,AAA,1519,shawn,hill,pitcher
Justin Miller,Detroit Tigers,2014,RHP,AAA,971,justin,miller,pitcher
Jose Ortega,Detroit Tigers,2014,RHP,AAA,895,jose,ortega,pitcher
Wilsen Palacios,Detroit Tigers,2014,RHP,AA,1664,wilsen,palacios,pitcher
Duane Below,Detroit Tigers,2014,LHP,AAA,479,duane,below,pitcher
Casey Crosby,Detroit Tigers,2014,LHP,AAA,284,casey,crosby,pitcher
Daniel Schlereth,Detroit Tigers,2014,LHP,AAA,405,daniel,schlereth,pitcher
Will Startup,Detroit Tigers,2014,LHP,AA,1658,will,startup,pitcher
Jade Todd,Detroit Tigers,2014,LHP,Hi A,671,jade,todd,pitcher
Craig Albernaz,Detroit Tigers,2014,C,AA,373,craig,albernaz,batter
Moises Beltre,Detroit Tigers,2014,C,DSL,1237,moises,beltre,batter
Lance Durham,Detroit Tigers,2014,1B,Hi A,1029,lance,durham,batter
Jordan Lennerton,Detroit Tigers,2014,1B,AAA,857,jordan,lennerton,batter
Brandon Douglas,Detroit Tigers,2014,2B,AAA,179,brandon,douglas,batter
Marcus Lemon,Detroit Tigers,2014,2B,AAA,1102,marcus,lemon,batter
Francisco Martinez,Detroit Tigers,2014,3B,AA,578,francisco,martinez,batter
Ben Guez,Detroit Tigers,2014,OF,AAA,139,ben,guez,batter
Jose Cisnero,Houston Astros,2014,RHP,AAA,870,jose,cisnero,pitcher
Paul Clemens,Houston Astros,2014,RHP,AAA,1311,paul,clemens,pitcher
Murilo Gouvea,Houston Astros,2014,RHP,Hi A,1242,murilo,gouvea,pitcher
David Martinez,Houston Astros,2014,RHP,AAA,433,david,martinez,pitcher
Ross Seaton,Houston Astros,2014,RHP,AAA,1422,ross,seaton,pitcher
Rudy Owens,Houston Astros,2014,LHP,AAA,1431,rudy,owens,pitcher
Pat Urckfitz,Houston Astros,2014,LHP,AAA,1305,pat,urckfitz,pitcher
Rene Garcia,Houston Astros,2014,C,AA,1375,rene,garcia,batter
Carlos Perdomo,Houston Astros,2014,SS,AA,271,carlos,perdomo,batter
Sugar Ray Marimon,Kansas City Royals,2014,RHP,AAA,1547,sugar,ray marimon,pitcher
Tim Melville,Kansas City Royals,2014,RHP,AA,1571,tim,melville,pitcher
Aroni Nina,Kansas City Royals,2014,RHP,AA,121,aroni,nina,pitcher
Noel Arguelles,Kansas City Royals,2014,LHP,AA,1281,noel,arguelles,pitcher
Juan Graterol,Kansas City Royals,2014,C,AA,940,juan,graterol,batter
Brett Hayes,Kansas City Royals,2014,C,AAA,201,brett,hayes,batter
Brian Bocock,Kansas City Royals,2014,SS,AAA,209,brian,bocock,batter
Angel Franco,Kansas City Royals,2014,SS,AA,89,angel,franco,batter
Paul Janish,Kansas City Royals,2014,SS,AAA,1315,paul,janish,batter
Mitch Maier,Kansas City Royals,2014,OF,AA,1234,mitch,maier,batter
Edinson Rincon,Kansas City Royals,2014,OF,AA,511,edinson,rincon,batter
Orangel Arenas,Los Angeles Angels,2014,RHP,AA,1292,orangel,arenas,pitcher
Ryan Brasier,Los Angeles Angels,2014,RHP,AAA,1438,ryan,brasier,pitcher
Ryan Chaffee,Los Angeles Angels,2014,RHP,AA,1441,ryan,chaffee,pitcher
Caleb Clay,Los Angeles Angels,2014,RHP,AAA,254,caleb,clay,pitcher
Jarrett Grube,Los Angeles Angels,2014,RHP,AAA,704,jarrett,grube,pitcher
Anthony Lerew,Los Angeles Angels,2014,RHP,AAA,99,anthony,lerew,pitcher
Kyler Newby,Los Angeles Angels,2014,RHP,AAA,1027,kyler,newby,pitcher
Fernando Nieve,Los Angeles Angels,2014,RHP,AAA,571,fernando,nieve,pitcher
Chris Volstad,Los Angeles Angels,2014,RHP,AAA,332,chris,volstad,pitcher
Buddy Boshers,Los Angeles Angels,2014,LHP,AA,248,buddy,boshers,pitcher
Danny Miranda,Los Angeles Angels,2014,LHP,Hi A,412,danny,miranda,pitcher
Dustin Richardson,Los Angeles Angels,2014,LHP,AAA,488,dustin,richardson,pitcher
Randy Wolf,Los Angeles Angels,2014,LHP,AAA,1362,randy,wolf,pitcher
Anderson de la Rosa,Los Angeles Angels,2014,C,AA,70,anderson,de la rosa,batter
Zach Zaneski,Los Angeles Angels,2014,C,AA,1694,zach,zaneski,batter
Vance Albitz,Los Angeles Angels,2014,SS,AAA,1627,vance,albitz,batter
Maikol Gonzalez,Los Angeles Angels,2014,SS,AA,1087,maikol,gonzalez,batter
Mike Bianucci,Los Angeles Angels,2014,OF,AA,1199,mike,bianucci,batter
Tony Campana,Los Angeles Angels,2014,OF,AAA,1584,tony,campana,batter
Roberto Lopez,Los Angeles Angels,2014,OF,AAA,1408,roberto,lopez,batter
Adam Melker,Los Angeles Angels,2014,OF,AA,10,adam,melker,batter
Jeff Bennett,Los Angeles Dodgers,2014,RHP,AAA,732,jeff,bennett,pitcher
Bruce Billings,Los Angeles Dodgers,2014,RHP,AAA,236,bruce,billings,pitcher
Drew Carpenter,Los Angeles Dodgers,2014,RHP,AAA,473,drew,carpenter,pitcher
Sam Demel,Los Angeles Dodgers,2014,RHP,AAA,1465,sam,demel,pitcher
Stephen Fife,Los Angeles Dodgers,2014,RHP,AAA,1532,stephen,fife,pitcher
Bladimir Franco,Los Angeles Dodgers,2014,RHP,Hi A,147,bladimir,franco,pitcher
Gustavo Gomez,Los Angeles Dodgers,2014,RHP,Hi A,629,gustavo,gomez,pitcher
Yeuri Gonzalez,Los Angeles Dodgers,2014,RHP,R,1675,yeuri,gonzalez,pitcher
Josh Judy,Los Angeles Dodgers,2014,RHP,AAA,914,josh,judy,pitcher
Danny Keller,Los Angeles Dodgers,2014,RHP,Hi A,411,danny,keller,pitcher
Jhan Marinez,Los Angeles Dodgers,2014,RHP,AA,781,jhan,marinez,pitcher
Mark Pope,Los Angeles Dodgers,2014,RHP,Lo A,1115,mark,pope,pitcher
Juan Rodriguez,Los Angeles Dodgers,2014,RHP,Hi A,947,juan,rodriguez,pitcher
Andres Santiago,Los Angeles Dodgers,2014,RHP,AA,72,andres,santiago,pitcher
Anthony Slama,Los Angeles Dodgers,2014,RHP,AA,108,anthony,slama,pitcher
Javier Solano,Los Angeles Dodgers,2014,RHP,AA,724,javier,solano,pitcher
Justin Souza,Los Angeles Dodgers,2014,RHP,AAA,974,justin,souza,pitcher
Nick Struck,Los Angeles Dodgers,2014,RHP,AA,1274,nick,struck,pitcher
J.C. Boscan,Los Angeles Dodgers,2014,C,AA,657,j.c.,boscan,batter
Gorman Erickson,Los Angeles Dodgers,2014,C,AAA,609,gorman,erickson,batter
Johnny Monell,Los Angeles Dodgers,2014,C,AAA,833,johnny,monell,batter
Alberto Rosario,Los Angeles Dodgers,2014,C,AA,37,alberto,rosario,batter
Chris Jacobs,Los Angeles Dodgers,2014,1B,Hi A,321,chris,jacobs,batter
Brock Peterson,Los Angeles Dodgers,2014,1B,AAA,230,brock,peterson,batter
Alex Liddi,Los Angeles Dodgers,2014,3B,AA,49,alex,liddi,batter
Daniel Mayora,Los Angeles Dodgers,2014,3B,AA,399,daniel,mayora,batter
Jamie Romak,Los Angeles Dodgers,2014,3B,AAA,697,jamie,romak,batter
Walter Ibarra,Los Angeles Dodgers,2014,SS,AAA,1640,walter,ibarra,batter
Angel Sanchez,Los Angeles Dodgers,2014,SS,AA,92,angel,sanchez,batter
Carlos Triunfel,Los Angeles Dodgers,2014,SS,AAA,278,carlos,triunfel,batter
Mike Baxter,Los Angeles Dodgers,2014,OF,AAA,1197,mike,baxter,batter
Trayvon Robinson,Los Angeles Dodgers,2014,OF,AAA,1602,trayvon,robinson,batter
Bryan Evans,Miami Marlins,2014,RHP,AAA,239,bryan,evans,pitcher
Miguel Fermin,Miami Marlins,2014,RHP,Hi A,1189,miguel,fermin,pitcher
Dustin Moseley,Miami Marlins,2014,RHP,AA,486,dustin,moseley,pitcher
Ramon Oviedo,Miami Marlins,2014,RHP,SS,1357,ramon,oviedo,pitcher
Micah Owings,Miami Marlins,2014,RHP,AA,1172,micah,owings,pitcher
Keivi Rojas,Miami Marlins,2014,RHP,R,983,keivi,rojas,pitcher
Alex Sanabia,Miami Marlins,2014,RHP,AAA,53,alex,sanabia,pitcher
Elih Villanueva,Miami Marlins,2014,RHP,AAA,528,elih,villanueva,pitcher
Alexander Carreras,Miami Marlins,2014,LHP,SS,56,alexander,carreras,pitcher
James Leverton,Miami Marlins,2014,LHP,AA,692,james,leverton,pitcher
Jose Ceballos,Miami Marlins,2014,C,Lo A,867,jose,ceballos,batter
Wilfredo Gimenez,Miami Marlins,2014,C,AA,1647,wilfredo,gimenez,batter
Luis Sanz,Miami Marlins,2014,C,Hi A,1080,luis,sanz,batter
Kyle Skipworth,Miami Marlins,2014,C,AAA,1023,kyle,skipworth,batter
Alex Burg,Miami Marlins,2014,3B,AA,43,alex,burg,batter
Josh Rodriguez,Miami Marlins,2014,3B,AAA,921,josh,rodriguez,batter
Juan Diaz,Miami Marlins,2014,SS,AAA,936,juan,diaz,batter
Joe Benson,Miami Marlins,2014,OF,AA,802,joe,benson,batter
Isaac Galloway,Miami Marlins,2014,OF,AA,652,isaac,galloway,batter
Alfredo Silverio,Miami Marlins,2014,OF,Hi A,60,alfredo,silverio,batter
Billy Buckner,Milwaukee Brewers,2014,RHP,AAA,146,billy,buckner,pitcher
Jose de la Torre,Milwaukee Brewers,2014,RHP,AAA,903,jose,de la torre,pitcher
Donovan Hand,Milwaukee Brewers,2014,RHP,AAA,466,donovan,hand,pitcher
Jon Huizinga,Milwaukee Brewers,2014,RHP,Hi A,834,jon,huizinga,pitcher
Jay Jackson,Milwaukee Brewers,2014,RHP,AAA,726,jay,jackson,pitcher
Arcenio Leon,Milwaukee Brewers,2014,RHP,AAA,113,arcenio,leon,pitcher
Johnnie Lowe,Milwaukee Brewers,2014,RHP,R,831,johnnie,lowe,pitcher
Dustin Molleken,Milwaukee Brewers,2014,RHP,AAA,484,dustin,molleken,pitcher
Brent Leach,Milwaukee Brewers,2014,LHP,AAA,196,brent,leach,pitcher
Robinzon Diaz,Milwaukee Brewers,2014,C,AA,1411,robinzon,diaz,batter
Hector Gimenez,Milwaukee Brewers,2014,C,AA,635,hector,gimenez,batter
Lucas May,Milwaukee Brewers,2014,C,AAA,1057,lucas,may,batter
Joey Paciorek,Milwaukee Brewers,2014,C,R,815,joey,paciorek,batter
Pete Orr,Milwaukee Brewers,2014,2B,AAA,1326,pete,orr,batter
Hainley Statia,Milwaukee Brewers,2014,2B,AA,632,hainley,statia,batter
Irving Falu,Milwaukee Brewers,2014,SS,AAA,650,irving,falu,batter
Caleb Gindl,Milwaukee Brewers,2014,OF,AAA,256,caleb,gindl,batter
Jeremy Hermida,Milwaukee Brewers,2014,OF,AAA,753,jeremy,hermida,batter
Erik Komatsu,Milwaukee Brewers,2014,OF,AA,548,erik,komatsu,batter
Eugenio Velez,Milwaukee Brewers,2014,OF,AAA,551,eugenio,velez,batter
Deolis Guerra,Minnesota Twins,2014,RHP,AAA,445,deolis,guerra,pitcher
B.J. Hermsen,Minnesota Twins,2014,RHP,AA,131,b.j.,hermsen,pitcher
Yohan Pino,Minnesota Twins,2014,RHP,AAA,1678,yohan,pino,pitcher
Dan Turpen,Minnesota Twins,2014,RHP,AA,393,dan,turpen,pitcher
Virgil Vasquez,Minnesota Twins,2014,RHP,AAA,1636,virgil,vasquez,pitcher
Jim Fuller,Minnesota Twins,2014,LHP,AA,788,jim,fuller,pitcher
Edgar Ibarra,Minnesota Twins,2014,LHP,AAA,508,edgar,ibarra,pitcher
Dan Rohlfing,Minnesota Twins,2014,C,AAA,389,dan,rohlfing,batter
James Beresford,Minnesota Twins,2014,2B,AAA,688,james,beresford,batter
Deibinson Romero,Minnesota Twins,2014,3B,AAA,441,deibinson,romero,batter
Brandon Waring,Minnesota Twins,2014,3B,AA,191,brandon,waring,batter
Eric Farris,Minnesota Twins,2014,OF,AAA,541,eric,farris,batter
Chris Rahl,Minnesota Twins,2014,OF,AAA,327,chris,rahl,batter
Wilkin Ramirez,Minnesota Twins,2014,OF,AAA,1650,wilkin,ramirez,batter
Corey Wimberly,Minnesota Twins,2014,OF,AA,364,corey,wimberly,batter
Giancarlo Alvarado,New York Mets,2014,RHP,AAA,606,giancarlo,alvarado,pitcher
Buddy Carlyle,New York Mets,2014,RHP,AAA,250,buddy,carlyle,pitcher
Joel Carreno,New York Mets,2014,RHP,AAA,811,joel,carreno,pitcher
Jeremy Hefner,New York Mets,2014,RHP,Hi A,751,jeremy,hefner,pitcher
Ryan Reid,New York Mets,2014,RHP,AAA,1453,ryan,reid,pitcher
Miguel Socolovich,New York Mets,2014,RHP,AAA,1194,miguel,socolovich,pitcher
Ismael Tijerina,New York Mets,2014,RHP,Lo A,654,ismael,tijerina,pitcher
Angel Cuan,New York Mets,2014,LHP,Hi A,88,angel,cuan,pitcher
Dana Eveland,New York Mets,2014,LHP,AAA,394,dana,eveland,pitcher
Scott Rice,New York Mets,2014,LHP,AAA,1486,scott,rice,pitcher
Kai Gronauer,New York Mets,2014,C,AAA,978,kai,gronauer,batter
Brandon Allen,New York Mets,2014,1B,AAA,175,brandon,allen,batter
Allan Dykstra,New York Mets,2014,1B,AAA,65,allan,dykstra,batter
Anthony Seratelli,New York Mets,2014,2B,AAA,107,anthony,seratelli,batter
Brian Burgamy,New York Mets,2014,3B,AA,212,brian,burgamy,batter
Dimas Ponce,New York Mets,2014,SS,Lo A,461,dimas,ponce,batter
Andrew Bailey,New York Yankees,2014,RHP,AAA,75,andrew,bailey,pitcher
Jairo Heredia,New York Yankees,2014,RHP,AA,676,jairo,heredia,pitcher
David Herndon,New York Yankees,2014,RHP,AAA,430,david,herndon,pitcher
Pat Venditte,New York Yankees,2014,LHP,AAA,1307,pat,venditte,pitcher
Ramon Benjamin,New York Yankees,2014,LHP,Hi A,1352,ramon,benjamin,pitcher
Jeremy Bleich,New York Yankees,2014,LHP,AA,748,jeremy,bleich,pitcher
Francisco Rondon,New York Yankees,2014,LHP,AA,583,francisco,rondon,pitcher
Nik Turley,New York Yankees,2014,LHP,AAA,1275,nik,turley,pitcher
Jose Gil,New York Yankees,2014,C,AAA,878,jose,gil,batter
Reymond Nunez,New York Yankees,2014,1B,Hi A,1380,reymond,nunez,batter
Jose Toussen,New York Yankees,2014,2B,AA,899,jose,toussen,batter
Scott Sizemore,New York Yankees,2014,3B,AAA,1490,scott,sizemore,batter
Carmen Angelini,New York Yankees,2014,SS,AAA,281,carmen,angelini,batter
Zoilo Almonte,New York Yankees,2014,OF,AAA,1700,zoilo,almonte,batter
Tim Alderson,Oakland Athletics,2014,RHP,Hi A,1561,tim,alderson,pitcher
Matt Buschmann,Oakland Athletics,2014,RHP,AAA,1128,matt,buschmann,pitcher
Manuarys Correa,Oakland Athletics,2014,RHP,Hi A,1094,manuarys,correa,pitcher
Fernand Cruzado,Oakland Athletics,2014,RHP,SS,567,fernand,cruzado,pitcher
Jose Flores,Oakland Athletics,2014,RHP,AA,877,jose,flores,pitcher
Shawn Haviland,Oakland Athletics,2014,RHP,AA,1516,shawn,haviland,pitcher
Deryk Hooker,Oakland Athletics,2014,RHP,AA,455,deryk,hooker,pitcher
Phil Humber,Oakland Athletics,2014,RHP,AAA,1329,phil,humber,pitcher
Jonathan Joseph,Oakland Athletics,2014,RHP,Hi A,845,jonathan,joseph,pitcher
Jeremy McBryde,Oakland Athletics,2014,RHP,AAA,756,jeremy,mcbryde,pitcher
Tim Sexton,Oakland Athletics,2014,RHP,AA,1573,tim,sexton,pitcher
Marcus Walden,Oakland Athletics,2014,RHP,AA,1104,marcus,walden,pitcher
Omar Duran,Oakland Athletics,2014,LHP,AA,1285,omar,duran,pitcher
Frank Gailey,Oakland Athletics,2014,LHP,AA,585,frank,gailey,pitcher
Joe Savery,Oakland Athletics,2014,LHP,AAA,807,joe,savery,pitcher
Luis Martinez,Oakland Athletics,2014,C,AAA,1072,luis,martinez,batter
Luke Montz,Oakland Athletics,2014,C,AAA,1085,luke,montz,batter
Jose Martinez,Oakland Athletics,2014,2B,AAA,888,jose,martinez,batter
Jefry Marte,Oakland Athletics,2014,3B,AA,743,jefry,marte,batter
Luis Baez,Oakland Athletics,2014,SS,Lo A,1060,luis,baez,batter
Dusty Coleman,Oakland Athletics,2014,SS,AA,491,dusty,coleman,batter
Darwin Perez,Oakland Athletics,2014,SS,AAA,420,darwin,perez,batter
Jeremy Barfield,Oakland Athletics,2014,OF,AA,745,jeremy,barfield,batter
Nick Buss,Oakland Athletics,2014,OF,AAA,1267,nick,buss,batter
D’Arby Myers,Oakland Athletics,2014,OF,AA,493,d’arby,myers,batter
Kenny Wilson,Oakland Athletics,2014,OF,AA,990,kenny,wilson,batter
Chris Bootcheck,Philadelphia Phillies,2014,RHP,AA,314,chris,bootcheck,pitcher
Brad Lincoln,Philadelphia Phillies,2014,RHP,AAA,168,brad,lincoln,pitcher
B.J. Rosenberg,Philadelphia Phillies,2014,RHP,AAA,133,b.j.,rosenberg,pitcher
Matt Hoffman,Philadelphia Phillies,2014,LHP,AA,1139,matt,hoffman,pitcher
Greg Smith,Philadelphia Phillies,2014,LHP,AAA,622,greg,smith,pitcher
Lars Davis,Philadelphia Phillies,2014,C,AAA,1033,lars,davis,batter
Raywilly Gomez,Philadelphia Phillies,2014,C,AA,1371,raywilly,gomez,batter
Koyie Hill,Philadelphia Phillies,2014,C,AAA,1006,koyie,hill,batter
Sebastian Valle,Philadelphia Phillies,2014,C,AAA,1502,sebastian,valle,batter
Jim Murphy,Philadelphia Phillies,2014,1B,AAA,792,jim,murphy,batter
Albert Cartwright,Philadelphia Phillies,2014,2B,AA,28,albert,cartwright,batter
Tyler Henson,Philadelphia Phillies,2014,2B,AAA,1614,tyler,henson,batter
Nate Spears,Philadelphia Phillies,2014,2B,AAA,1251,nate,spears,batter
Matt Tolbert,Philadelphia Phillies,2014,2B,AA,1153,matt,tolbert,batter
Leandro Castro,Philadelphia Phillies,2014,OF,AAA,1036,leandro,castro,batter
Zach Collier,Philadelphia Phillies,2014,OF,AA,1685,zach,collier,batter
Brandon Short,Philadelphia Phillies,2014,OF,Hi A,186,brandon,short,batter
John Axford,Pittsburgh Pirates,2014,RHP,AAA,822,john,axford,pitcher
Jake Brigham,Pittsburgh Pirates,2014,RHP,AAA,680,jake,brigham,pitcher
Emmanuel De Leon,Pittsburgh Pirates,2014,RHP,AA,535,emmanuel,de leon,pitcher
Jeanmar Gomez,Pittsburgh Pirates,2014,RHP,AAA,730,jeanmar,gomez,pitcher
Kenn Kasparek,Pittsburgh Pirates,2014,RHP,AA,988,kenn,kasparek,pitcher
Josh Kinney,Pittsburgh Pirates,2014,RHP,AAA,915,josh,kinney,pitcher
Kyle McPherson,Pittsburgh Pirates,2014,RHP,AAA,1021,kyle,mcpherson,pitcher
Quinton Miller,Pittsburgh Pirates,2014,RHP,AA,1334,quinton,miller,pitcher
Wirfin Obispo,Pittsburgh Pirates,2014,RHP,AAA,1666,wirfin,obispo,pitcher
Josh Wall,Pittsburgh Pirates,2014,RHP,AAA,927,josh,wall,pitcher
Rafael Perez,Pittsburgh Pirates,2014,LHP,AAA,1346,rafael,perez,pitcher
Jhonathan Ramos,Pittsburgh Pirates,2014,LHP,AA,785,jhonathan,ramos,pitcher
Adam Wilk,Pittsburgh Pirates,2014,LHP,AAA,17,adam,wilk,pitcher
Nevin Ashley,Pittsburgh Pirates,2014,C,AAA,1263,nevin,ashley,batter
Francisco Diaz,Pittsburgh Pirates,2014,C,Lo A,575,francisco,diaz,batter
Ralph Henriquez,Pittsburgh Pirates,2014,C,AA,1348,ralph,henriquez,batter
Carlos Paulino,Pittsburgh Pirates,2014,C,AA,269,carlos,paulino,batter
Rudy Pena,Pittsburgh Pirates,2014,C,AAA,1433,rudy,pena,batter
Miguel Perez,Pittsburgh Pirates,2014,C,Lo A,1193,miguel,perez,batter
Omir Santos,Pittsburgh Pirates,2014,C,AAA,1289,omir,santos,batter
Chase d’Arnaud,Pittsburgh Pirates,2014,2B,AAA,308,chase,d’arnaud,batter
Blake Davis,Pittsburgh Pirates,2014,2B,AAA,150,blake,davis,batter
Tommy Field,Pittsburgh Pirates,2014,2B,AAA,1580,tommy,field,batter
Jarek Cunningham,Pittsburgh Pirates,2014,3B,AA,701,jarek,cunningham,batter
Robert Andino,Pittsburgh Pirates,2014,SS,AAA,1403,robert,andino,batter
Dean Anna,Pittsburgh Pirates,2014,SS,AAA,439,dean,anna,batter
Greg Picart,Pittsburgh Pirates,2014,SS,Hi A,619,greg,picart,batter
Miles Durham,Pittsburgh Pirates,2014,OF,AA,1227,miles,durham,batter
Austin McClune,Pittsburgh Pirates,2014,OF,Hi A,130,austin,mcclune,batter
Anthony Norman,Pittsburgh Pirates,2014,OF,AA,100,anthony,norman,batter
Andy Vasquez,Pittsburgh Pirates,2014,OF,AA,85,andy,vasquez,batter
David Aardsma,St. Louis Cardinals,2014,RHP,AAA,424,david,aardsma,pitcher
Jose Almarante,St. Louis Cardinals,2014,RHP,AAA,865,jose,almarante,pitcher
Jeremy Berg,St. Louis Cardinals,2014,RHP,AA,747,jeremy,berg,pitcher
Jesus Montero,St. Louis Cardinals,2014,C,Hi A,774,jesus,montero,batter
Audry Perez,St. Louis Cardinals,2014,C,AAA,124,audry,perez,batter
Curt Smith,St. Louis Cardinals,2014,1B,AA,374,curt,smith,batter
Jermaine Curtis,St. Louis Cardinals,2014,3B,AAA,760,jermaine,curtis,batter
Scott Moore,St. Louis Cardinals,2014,3B,AAA,1485,scott,moore,batter
